"index","pe","weight","avg"
1003,13,15,1.15384615384615
1008,10,11,1.1
1037,11,13,1.18181818181818
1059,12,14,1.16666666666667
1089,2,2,1
1090,13,15,1.15384615384615
1132,1,1,1
1141,4,5,1.25
1143,2,2,1
1144,1,1,1
1145,6,8,1.33333333333333
1146,2,3,1.5
1147,1,2,2
1148,5,8,1.6
1149,3,5,1.66666666666667
1160,3,3,1
1162,11,13,1.18181818181818
1163,11,13,1.18181818181818
1173,6,7,1.16666666666667
1177,5,6,1.2
1179,3,3,1
1183,1,1,1
1202,3,3,1
1209,2,3,1.5
1218,6,8,1.33333333333333
1249,1,2,2
1250,1,2,2
1251,1,2,2
1252,1,2,2
1253,1,2,2
1255,2,2,1
1256,2,2,1
1261,3,4,1.33333333333333
1263,10,13,1.3
1264,3,4,1.33333333333333
1265,4,4,1
1267,13,15,1.15384615384615
1268,4,7,1.75
1269,3,4,1.33333333333333
1270,6,7,1.16666666666667
1274,2,3,1.5
1275,3,5,1.66666666666667
1278,3,3,1
1281,8,10,1.25
1282,10,12,1.2
1300,5,7,1.4
1302,5,7,1.4
1306,2,2,1
1316,1,1,1
1345,1,1,1
1370,2,2,1
1380,5,6,1.2
1420,5,5,1
1437,7,7,1
1447,1,2,2
1457,1,1,1
1486,2,2,1
1490,6,6,1
1494,3,5,1.66666666666667
1509,5,7,1.4
1544,1,1,1
1598,3,3,1
1599,3,3,1
1600,1,1,1
1601,2,2,1
1603,2,2,1
1608,4,4,1
1610,4,4,1
1626,4,5,1.25
1633,1,1,1
1634,1,1,1
1652,1,1,1
1677,1,1,1
1688,3,5,1.66666666666667
1691,6,6,1
1778,6,8,1.33333333333333
1779,4,4,1
1780,7,7,1
1788,2,2,1
1823,1,1,1
1829,6,8,1.33333333333333
1894,3,5,1.66666666666667
1916,5,7,1.4
2022,3,5,1.66666666666667
2051,4,6,1.5
2098,3,3,1
2107,8,8,1
2111,3,3,1
2112,1,1,1
2125,6,6,1
2126,3,3,1
2131,3,3,1
2134,9,9,1
2135,1,1,1
2136,1,1,1
2139,6,6,1
2141,1,1,1
2143,1,1,1
2144,7,7,1
2145,9,9,1
2150,8,8,1
2160,3,3,1
2162,3,3,1
2170,1,1,1
2172,1,1,1
2178,1,1,1
2183,1,1,1
2185,1,1,1
2187,1,1,1
2188,1,1,1
2209,7,7,1
2210,1,1,1
2217,1,1,1
2222,1,1,1
2240,3,3,1
