"index","pe","weight","avg"
100,1,1,1
1001,2,2,1
1006,5,5,1
101,1,1,1
102,1,1,1
1020,3,3,1
1024,11,11,1
1025,1,1,1
1026,6,6,1
1027,6,6,1
1028,1,1,1
1029,1,1,1
103,1,1,1
1030,1,1,1
1031,6,6,1
1032,1,1,1
1033,1,1,1
1034,1,1,1
1035,1,1,1
1036,1,1,1
1037,1,1,1
1038,1,1,1
1039,1,1,1
104,1,1,1
1040,1,1,1
1041,1,1,1
1042,1,1,1
1043,1,1,1
1044,1,1,1
1045,1,1,1
1046,1,1,1
1047,1,1,1
1048,1,1,1
1049,1,1,1
105,1,1,1
1050,1,1,1
1051,1,1,1
1052,1,1,1
1053,1,1,1
1054,1,1,1
1055,1,1,1
1056,1,1,1
1057,1,1,1
1058,1,1,1
1059,1,1,1
106,3,3,1
1060,1,1,1
1061,1,1,1
1062,1,1,1
1063,1,1,1
1064,1,1,1
1065,1,1,1
1066,1,1,1
1067,1,1,1
1068,1,1,1
1069,1,1,1
1070,1,1,1
1071,1,1,1
1072,1,1,1
1073,1,1,1
1074,1,1,1
1075,1,1,1
1076,1,1,1
1077,1,1,1
1078,1,1,1
1079,1,1,1
108,1,1,1
1080,1,1,1
1081,1,1,1
1082,1,1,1
1083,1,1,1
1084,1,1,1
1085,1,1,1
1086,1,1,1
1087,1,1,1
1088,1,1,1
1089,1,1,1
109,1,1,1
1090,1,1,1
1091,1,1,1
1092,1,1,1
1093,1,1,1
1094,1,1,1
1095,1,1,1
1096,1,1,1
1097,1,1,1
1098,1,1,1
1099,1,1,1
110,1,1,1
1100,1,1,1
1101,1,1,1
1102,1,1,1
1103,1,1,1
1104,1,1,1
1105,1,1,1
1106,1,1,1
1107,1,1,1
1108,1,1,1
1109,1,1,1
111,2,2,1
1110,1,1,1
1111,1,1,1
1112,1,1,1
1113,1,1,1
1114,1,1,1
1115,1,1,1
1116,1,1,1
1117,1,1,1
1118,1,1,1
1119,1,1,1
112,1,1,1
1120,1,1,1
1121,1,1,1
1122,1,1,1
1123,1,1,1
1124,1,1,1
1125,1,1,1
1126,1,1,1
1127,1,1,1
1128,3,3,1
1129,5,5,1
113,1,1,1
1130,1,1,1
1131,1,1,1
1132,3,3,1
1133,1,1,1
1134,1,1,1
1135,1,1,1
1136,1,1,1
1137,3,3,1
1138,1,1,1
1139,8,8,1
114,1,1,1
1140,1,1,1
1141,3,3,1
1142,1,1,1
1143,1,1,1
1144,1,1,1
1145,1,1,1
1146,1,1,1
1147,1,1,1
1148,1,1,1
1149,1,1,1
115,1,1,1
1150,1,1,1
1151,1,1,1
1152,1,1,1
1153,1,1,1
1154,1,1,1
1155,1,1,1
1156,1,1,1
1157,1,1,1
1158,1,1,1
1159,1,1,1
116,1,1,1
1160,1,1,1
1161,1,1,1
1162,1,1,1
1163,1,1,1
1164,1,1,1
1165,10,11,1.1
1166,3,3,1
1167,20,20,1
1168,5,5,1
1169,4,4,1
117,1,1,1
1170,6,6,1
1171,1,1,1
1172,1,1,1
1173,1,1,1
1174,1,1,1
1175,1,1,1
1176,1,1,1
1177,1,1,1
1178,1,1,1
1179,1,1,1
118,1,1,1
1180,1,1,1
1181,1,1,1
1182,4,4,1
1183,1,1,1
1184,1,1,1
1185,1,1,1
1186,1,1,1
1187,1,1,1
1188,1,1,1
1189,1,1,1
1190,1,1,1
1191,1,1,1
1192,1,1,1
1193,1,1,1
1194,1,1,1
1195,1,1,1
1196,1,1,1
1197,1,1,1
1198,9,9,1
1199,1,1,1
1200,1,1,1
1201,1,1,1
1202,1,1,1
1203,1,1,1
1204,1,1,1
1205,5,5,1
1206,5,5,1
1207,1,1,1
1208,1,1,1
1209,3,3,1
1210,1,1,1
1211,1,1,1
1212,1,1,1
1213,1,1,1
1214,2,2,1
1215,1,1,1
1216,11,11,1
1217,1,1,1
1218,9,11,1.22222222222222
1219,1,1,1
1220,1,1,1
1221,6,6,1
1222,1,1,1
1223,1,1,1
1224,1,1,1
1225,1,1,1
1226,1,1,1
1227,1,1,1
1228,1,1,1
1229,1,1,1
1230,1,1,1
1231,1,1,1
1232,1,1,1
1233,1,1,1
1234,3,3,1
1235,1,1,1
1236,1,1,1
1237,1,1,1
1238,1,1,1
1239,1,1,1
1240,6,6,1
1241,1,1,1
1242,1,1,1
1243,1,1,1
1244,1,1,1
1245,4,4,1
1246,1,1,1
1247,1,1,1
1248,2,2,1
1249,1,1,1
1250,1,1,1
1251,2,2,1
1252,1,1,1
1253,1,1,1
1254,1,1,1
1255,1,1,1
1256,1,1,1
1257,1,1,1
1258,1,1,1
1259,1,1,1
126,1,1,1
1260,1,1,1
1261,1,1,1
1262,1,1,1
1263,1,1,1
1264,11,11,1
1265,4,4,1
1266,5,5,1
1267,4,4,1
1268,4,4,1
1269,4,4,1
127,3,3,1
1270,21,22,1.04761904761905
1271,3,3,1
1272,3,3,1
1273,11,11,1
1274,3,3,1
1275,3,3,1
1276,3,3,1
1277,3,3,1
1278,3,3,1
1279,3,3,1
1280,3,3,1
1281,3,3,1
1282,3,3,1
1283,7,7,1
1284,3,3,1
1285,3,3,1
1286,7,7,1
1287,3,3,1
1288,3,3,1
1289,3,3,1
1290,3,3,1
1291,3,3,1
1292,3,3,1
1293,3,3,1
1294,3,3,1
1295,3,3,1
1296,3,3,1
1297,3,3,1
1298,3,3,1
1299,3,3,1
1300,3,3,1
1301,3,3,1
1302,3,3,1
1303,3,3,1
1304,3,3,1
1305,9,9,1
1306,9,9,1
1307,3,3,1
1308,4,4,1
1309,5,5,1
1310,3,3,1
1311,3,3,1
1312,3,3,1
1313,3,3,1
1314,3,3,1
1315,3,3,1
1316,3,3,1
1317,3,3,1
1318,11,11,1
1319,3,3,1
1320,3,3,1
1321,3,3,1
1322,11,11,1
1323,3,3,1
1324,3,3,1
1325,3,3,1
1326,3,3,1
1327,3,3,1
1328,3,3,1
1329,3,3,1
1330,3,3,1
1331,3,3,1
1332,3,3,1
1333,6,6,1
1334,4,4,1
1335,3,3,1
1336,3,3,1
1337,3,3,1
1338,3,3,1
1339,3,3,1
134,5,5,1
1340,3,3,1
1341,3,3,1
1342,3,3,1
1343,3,3,1
1344,3,3,1
1345,3,3,1
1346,3,3,1
1347,3,3,1
1348,3,3,1
1349,3,3,1
135,1,1,1
1350,3,3,1
1351,3,3,1
1352,3,3,1
1353,3,3,1
1354,3,3,1
1355,6,6,1
1356,3,3,1
1357,3,3,1
1358,3,3,1
1359,3,3,1
136,1,1,1
1360,3,3,1
1361,3,3,1
1362,16,16,1
1363,3,3,1
1364,3,3,1
1365,3,3,1
1366,3,3,1
1367,3,3,1
1368,3,3,1
1369,3,3,1
137,1,1,1
1370,3,3,1
1371,3,3,1
1372,3,3,1
1373,3,3,1
1374,3,3,1
1375,3,3,1
1376,3,3,1
1377,5,5,1
1378,6,6,1
1379,5,5,1
138,1,1,1
1380,5,5,1
1381,14,14,1
1382,5,5,1
1383,5,5,1
1384,5,5,1
1385,5,5,1
1386,5,5,1
1387,5,5,1
1388,5,5,1
1389,5,5,1
139,2,2,1
1390,5,5,1
1391,5,5,1
1392,5,5,1
1393,5,5,1
1394,5,5,1
1395,5,5,1
1396,5,5,1
1397,5,5,1
1398,13,13,1
1399,5,5,1
140,1,1,1
1400,5,5,1
1401,5,5,1
1402,5,5,1
1403,5,5,1
1404,5,5,1
1405,5,5,1
1406,5,5,1
1407,5,5,1
1408,5,5,1
1409,5,5,1
141,1,1,1
1410,5,5,1
1411,12,12,1
1412,5,5,1
1413,5,5,1
1414,5,5,1
1415,5,5,1
1416,5,5,1
1417,5,5,1
1418,5,5,1
1419,5,5,1
142,1,1,1
1420,5,5,1
1421,5,5,1
1422,5,5,1
1423,5,5,1
1424,5,5,1
1425,12,12,1
1426,5,5,1
1427,5,5,1
1428,5,5,1
1429,5,5,1
143,1,1,1
1430,5,5,1
1431,5,5,1
1432,5,5,1
1433,5,5,1
1434,6,6,1
1435,8,8,1
1436,5,5,1
1437,5,5,1
1438,5,5,1
1439,5,5,1
144,1,1,1
1440,5,5,1
1441,9,9,1
1442,8,8,1
1443,14,14,1
1444,5,5,1
1445,12,12,1
1446,5,5,1
1447,5,5,1
1448,5,5,1
1449,5,5,1
145,1,1,1
1450,5,5,1
1451,5,5,1
1452,5,5,1
1453,5,5,1
1454,5,5,1
1455,5,5,1
1456,5,5,1
1457,5,5,1
1458,5,5,1
1459,5,5,1
146,1,1,1
1460,5,5,1
1461,5,5,1
1462,5,5,1
1463,9,9,1
1464,5,5,1
1465,9,9,1
1466,6,6,1
1467,13,13,1
1468,5,5,1
1469,11,11,1
147,6,6,1
1470,5,5,1
1471,5,5,1
1472,5,5,1
1473,5,5,1
1474,5,5,1
1475,8,8,1
1476,5,5,1
1477,5,5,1
1478,13,13,1
1479,5,5,1
148,1,1,1
1480,5,5,1
1481,5,5,1
1482,5,5,1
1483,13,13,1
1484,5,5,1
1485,14,14,1
1486,5,5,1
1487,5,5,1
1488,5,5,1
1489,32,32,1
149,1,1,1
1490,4,4,1
1491,5,5,1
1492,6,6,1
1493,5,5,1
1494,5,5,1
1495,4,4,1
1496,11,11,1
1497,10,10,1
1498,4,4,1
1499,4,4,1
150,1,1,1
1500,4,4,1
1501,4,4,1
1502,4,4,1
1503,4,4,1
1504,4,4,1
1505,4,4,1
1506,9,9,1
1507,4,4,1
1508,4,4,1
1509,4,4,1
151,1,1,1
1510,4,4,1
1511,4,4,1
1512,4,4,1
1513,12,12,1
1514,4,4,1
1515,3,3,1
1516,3,3,1
1517,3,3,1
1518,3,3,1
1519,3,3,1
152,1,1,1
1520,4,4,1
1521,4,4,1
1522,4,4,1
1523,4,4,1
1524,4,4,1
1525,6,6,1
1526,4,4,1
1527,4,4,1
1528,4,4,1
1529,12,12,1
153,1,1,1
1530,4,4,1
1531,4,4,1
1532,4,4,1
1533,5,5,1
1534,4,4,1
1535,4,4,1
1536,4,4,1
1537,4,4,1
1538,4,4,1
1539,7,7,1
154,1,1,1
1540,4,4,1
1541,4,4,1
1542,4,4,1
1543,4,4,1
1544,4,4,1
1545,4,4,1
1546,4,4,1
1547,4,4,1
1548,4,4,1
1549,5,5,1
155,5,5,1
1550,4,4,1
1551,5,5,1
1552,4,4,1
1553,4,4,1
1554,4,4,1
1555,4,4,1
1556,4,4,1
1557,4,4,1
1558,4,4,1
1559,4,4,1
156,3,3,1
1560,4,4,1
1561,4,4,1
1562,4,4,1
1563,4,4,1
1564,5,5,1
1565,4,4,1
1566,4,4,1
1567,6,6,1
1568,4,4,1
1569,4,4,1
157,5,5,1
1570,4,4,1
1571,7,7,1
1572,4,4,1
1573,4,4,1
1574,4,4,1
1575,4,4,1
1576,4,4,1
1577,4,4,1
1578,4,4,1
1579,4,4,1
158,1,1,1
1580,5,5,1
1581,4,4,1
1582,4,4,1
1583,4,4,1
1584,4,4,1
1585,4,4,1
1586,4,4,1
1587,4,4,1
1588,4,4,1
1589,10,10,1
159,4,4,1
1590,9,9,1
1591,5,5,1
1592,9,9,1
1593,7,7,1
1594,5,5,1
1595,5,5,1
1596,5,5,1
1597,5,5,1
1598,5,5,1
1599,5,5,1
160,3,3,1
1600,5,5,1
1601,5,5,1
1602,8,8,1
1603,5,5,1
1604,5,5,1
1605,5,5,1
1606,5,5,1
1607,5,5,1
1608,5,5,1
1609,5,5,1
161,3,3,1
1610,5,5,1
1611,5,5,1
1612,5,5,1
1613,5,5,1
1614,7,7,1
1615,14,14,1
1616,5,5,1
1617,6,6,1
1618,23,24,1.04347826086957
1619,7,7,1
162,1,1,1
1620,11,11,1
1621,14,14,1
1622,5,5,1
1623,5,5,1
1624,5,5,1
1625,5,5,1
1626,5,5,1
1627,5,5,1
1628,5,5,1
1629,5,5,1
163,1,1,1
1630,5,5,1
1631,5,5,1
1632,5,5,1
1633,12,12,1
1634,5,5,1
1635,5,5,1
1636,5,5,1
1637,12,12,1
1638,6,6,1
1639,5,5,1
164,1,1,1
1640,5,5,1
1641,22,22,1
1642,5,5,1
1643,11,11,1
1644,5,5,1
1645,5,5,1
1646,5,5,1
1647,5,5,1
1648,5,5,1
1649,5,5,1
165,1,1,1
1650,7,7,1
1651,11,11,1
1652,5,5,1
1653,8,8,1
1654,18,18,1
1655,9,9,1
1656,5,5,1
1657,5,5,1
1658,5,5,1
1659,5,5,1
166,6,6,1
1660,5,5,1
1661,5,5,1
1662,5,5,1
1663,5,5,1
1664,5,5,1
1665,5,5,1
1666,5,5,1
1667,5,5,1
1668,5,5,1
1669,6,6,1
167,1,1,1
1670,5,5,1
1671,5,5,1
1672,5,5,1
1673,5,5,1
1674,5,5,1
1675,5,5,1
1676,5,5,1
1677,5,5,1
1678,5,5,1
1679,5,5,1
168,1,1,1
1680,5,5,1
1681,5,5,1
1682,5,5,1
1683,5,5,1
1684,5,5,1
1685,5,5,1
1686,13,13,1
1687,5,5,1
1688,5,5,1
1689,5,5,1
169,2,2,1
1690,5,5,1
1691,5,5,1
1692,5,5,1
1693,5,5,1
1694,5,5,1
1695,5,5,1
1696,5,5,1
1697,5,5,1
1698,5,5,1
1699,5,5,1
1700,5,5,1
1701,5,5,1
1702,5,5,1
1703,5,5,1
1704,5,5,1
1705,5,5,1
1706,5,5,1
1707,5,5,1
1708,5,5,1
1709,5,5,1
1710,5,5,1
1711,5,5,1
1712,6,6,1
1713,5,5,1
1714,6,6,1
1715,6,6,1
1716,5,5,1
1717,5,5,1
1718,5,5,1
1719,5,5,1
1720,7,7,1
1721,5,5,1
1722,5,5,1
1723,7,7,1
1724,5,5,1
1725,5,5,1
1726,5,5,1
1727,5,5,1
1728,5,5,1
1729,5,5,1
1730,8,8,1
1731,5,5,1
1732,5,5,1
1733,5,5,1
1734,5,5,1
1735,5,5,1
1736,5,5,1
1737,5,5,1
1738,5,5,1
1739,5,5,1
174,6,7,1.16666666666667
1740,5,5,1
1741,5,5,1
1742,5,5,1
1743,7,7,1
1744,5,5,1
1745,5,5,1
1746,5,5,1
1747,5,5,1
1748,5,5,1
1749,19,19,1
175,1,1,1
1750,5,5,1
1751,5,5,1
1752,5,5,1
1753,5,5,1
1754,5,5,1
1755,5,5,1
1756,5,5,1
1757,5,5,1
1758,6,6,1
1759,5,5,1
176,9,9,1
1760,6,6,1
1761,5,5,1
1762,5,5,1
1763,5,5,1
1764,5,5,1
1765,5,5,1
1766,5,5,1
1767,5,5,1
1768,5,5,1
1769,5,5,1
177,5,5,1
1770,5,5,1
1771,5,5,1
1772,5,5,1
1773,5,5,1
1774,6,6,1
1775,5,5,1
1776,5,5,1
1777,5,5,1
1778,5,5,1
1779,6,6,1
1780,9,9,1
1781,5,5,1
1782,5,5,1
1783,5,5,1
1784,5,5,1
1785,5,5,1
1786,5,5,1
1787,5,5,1
1788,5,5,1
1789,5,5,1
179,4,4,1
1790,5,5,1
1791,5,5,1
1792,5,5,1
1793,5,5,1
1794,5,5,1
1795,5,5,1
1796,5,5,1
1797,5,5,1
1798,5,5,1
1799,5,5,1
1800,5,5,1
1801,5,5,1
1802,5,5,1
1803,5,5,1
1804,5,5,1
1805,5,5,1
1806,5,5,1
1807,5,5,1
1808,8,8,1
1809,5,5,1
181,3,3,1
1810,5,5,1
1811,5,5,1
1812,5,5,1
1813,5,5,1
1814,10,10,1
1815,5,5,1
1816,5,5,1
1817,5,5,1
1818,13,13,1
1819,5,5,1
182,3,3,1
1820,5,5,1
1821,5,5,1
1822,6,6,1
1823,7,7,1
1824,5,5,1
1825,5,5,1
1826,5,5,1
1827,5,5,1
1828,5,5,1
1829,5,5,1
183,1,1,1
1830,5,5,1
1831,5,5,1
1832,5,5,1
1833,5,5,1
1834,5,5,1
1835,7,7,1
1836,5,5,1
1837,5,5,1
1838,5,5,1
1839,5,5,1
184,6,6,1
1840,5,5,1
1841,5,5,1
1842,5,5,1
1843,5,5,1
1844,5,5,1
1845,7,7,1
1846,6,6,1
1847,5,5,1
1848,5,5,1
1849,6,6,1
185,1,1,1
1850,5,5,1
1851,7,7,1
1852,5,5,1
1853,5,5,1
1854,5,5,1
1855,5,5,1
1856,5,5,1
1857,5,5,1
1858,5,5,1
1859,5,5,1
186,1,1,1
1860,5,5,1
1861,5,5,1
1862,5,5,1
1863,7,7,1
1864,5,5,1
1865,6,6,1
1866,5,5,1
1867,9,9,1
1868,5,5,1
1869,5,5,1
187,5,5,1
1870,5,5,1
1871,5,5,1
1872,5,5,1
1873,5,5,1
1874,5,5,1
1875,5,5,1
1876,5,5,1
1877,5,5,1
1878,5,5,1
1879,5,5,1
188,1,1,1
1880,5,5,1
1881,6,6,1
1882,6,6,1
1883,10,10,1
1884,5,5,1
1885,7,7,1
1886,5,5,1
1887,7,7,1
1888,5,5,1
1889,5,5,1
189,4,4,1
1890,5,5,1
1891,5,5,1
1892,5,5,1
1893,12,12,1
1894,5,5,1
1895,5,5,1
1896,5,5,1
1897,5,5,1
1898,5,5,1
1899,5,5,1
190,1,1,1
1900,5,5,1
1901,11,11,1
1902,5,5,1
1903,5,5,1
1904,5,5,1
1905,5,5,1
1906,5,5,1
1907,5,5,1
1908,5,5,1
1909,8,8,1
191,1,1,1
1910,5,5,1
1911,5,5,1
1912,6,6,1
1913,5,5,1
1914,5,5,1
1915,5,5,1
1916,5,5,1
1917,7,7,1
1918,10,10,1
1919,5,5,1
192,4,4,1
1920,5,5,1
1921,5,5,1
1922,5,5,1
1923,5,5,1
1924,6,6,1
1925,5,5,1
1926,12,12,1
1927,5,5,1
1928,5,5,1
1929,5,5,1
193,3,3,1
1930,5,5,1
1931,6,6,1
1932,6,6,1
1933,5,5,1
1934,5,5,1
1935,13,13,1
1936,5,5,1
1937,6,6,1
