"index","pe","weight","avg"
100,1,1,1
101,1,1,1
102,1,1,1
103,1,1,1
104,1,1,1
105,1,1,1
106,1,1,1
107,5,5,1
108,1,1,1
109,1,1,1
110,1,1,1
111,1,1,1
112,1,1,1
113,2,2,1
114,1,1,1
115,1,1,1
116,1,1,1
117,3,3,1
118,1,1,1
119,1,1,1
120,1,1,1
121,1,1,1
122,1,1,1
123,1,1,1
124,1,1,1
125,4,4,1
126,1,1,1
127,1,1,1
128,1,1,1
129,1,1,1
130,1,1,1
131,3,3,1
132,1,1,1
133,3,3,1
134,1,1,1
15,1,1,1
247,4,4,1
281,1,1,1
287,2,2,1
313,1,1,1
391,3,3,1
568,1,1,1
571,1,1,1
582,1,1,1
586,1,1,1
602,1,1,1
623,1,1,1
75,15,19,1.26666666666667
76,1,1,1
77,1,1,1
78,1,1,1
79,1,1,1
80,1,1,1
81,1,1,1
82,3,3,1
83,1,1,1
84,1,1,1
85,1,1,1
86,1,1,1
87,1,1,1
88,1,1,1
89,1,1,1
90,1,1,1
91,1,1,1
92,1,1,1
93,1,1,1
94,1,1,1
95,1,1,1
96,1,1,1
97,1,1,1
98,1,1,1
99,1,1,1
