"index","pe","weight","avg"
102,13,13,1
1020,1,1,1
1023,1,1,1
1060,1,1,1
1061,1,1,1
1068,1,1,1
1070,1,1,1
115,1,1,1
1182,1,1,1
1183,1,1,1
1185,1,1,1
1186,1,1,1
120,1,1,1
122,1,1,1
1297,1,1,1
1298,1,1,1
140,1,1,1
156,1,1,1
184,19,19,1
1892,2,2,1
1895,2,2,1
1900,3,3,1
1907,2,2,1
1938,1,1,1
1939,1,1,1
1988,1,1,1
1989,2,2,1
1990,2,2,1
1994,2,2,1
1996,2,2,1
201,1,1,1
2018,2,2,1
2046,1,1,1
2048,4,4,1
2049,4,4,1
2050,2,2,1
2051,2,2,1
2052,2,2,1
2053,2,2,1
2054,2,2,1
2055,2,2,1
2056,2,2,1
2057,2,2,1
2058,2,2,1
2059,2,2,1
2060,4,4,1
2062,5,5,1
2063,2,2,1
2064,5,5,1
2068,4,4,1
2069,2,2,1
2070,2,2,1
2071,2,2,1
2072,2,2,1
2073,2,2,1
2074,2,2,1
2075,2,2,1
2076,2,2,1
2077,2,2,1
2078,2,2,1
2079,2,2,1
2080,2,2,1
2081,2,2,1
2082,2,2,1
2083,2,2,1
2084,2,2,1
2085,8,8,1
2102,2,2,1
2110,3,3,1
2116,4,4,1
2117,5,5,1
212,19,19,1
2122,2,2,1
213,19,19,1
2136,6,6,1
2137,2,2,1
2138,2,2,1
2139,2,2,1
2140,2,2,1
2141,2,2,1
2142,2,2,1
2143,2,2,1
2144,4,4,1
2145,4,4,1
2146,2,2,1
2147,2,2,1
2148,2,2,1
2149,2,2,1
2150,2,2,1
2151,2,2,1
2152,2,2,1
2153,2,2,1
2154,4,4,1
2155,6,6,1
2156,2,2,1
2157,2,2,1
2158,4,4,1
216,2,2,1
2163,4,4,1
2166,6,6,1
2167,2,2,1
2168,2,2,1
2169,2,2,1
217,21,21,1
2170,2,2,1
2171,2,2,1
2172,2,2,1
2173,2,2,1
2174,6,6,1
2179,4,4,1
2180,6,6,1
2181,2,2,1
2182,2,2,1
2183,2,2,1
2184,2,2,1
2185,6,6,1
2197,1,1,1
221,1,1,1
2225,5,5,1
2226,3,3,1
2227,3,3,1
2228,3,3,1
2229,3,3,1
2230,3,3,1
2231,3,3,1
2232,3,3,1
2233,3,3,1
2234,3,3,1
2235,3,3,1
2236,3,3,1
2237,3,3,1
2238,3,3,1
2239,3,3,1
2240,3,3,1
2241,3,3,1
2242,3,3,1
2243,3,3,1
2244,3,3,1
2245,3,3,1
2246,3,3,1
2247,3,3,1
2248,3,3,1
2249,3,3,1
2250,3,3,1
2251,3,3,1
2252,3,3,1
2253,3,3,1
2254,3,3,1
2255,3,3,1
2256,3,3,1
2257,3,3,1
2258,3,3,1
2259,3,3,1
2260,3,3,1
2261,3,3,1
2262,3,3,1
2263,3,3,1
2264,3,3,1
2265,3,3,1
2266,3,3,1
2267,3,3,1
2268,3,3,1
2269,3,3,1
2270,3,3,1
2271,3,3,1
2272,3,3,1
2273,3,3,1
2274,3,3,1
2275,3,3,1
2276,3,3,1
2277,3,3,1
2278,3,3,1
2279,3,3,1
2280,3,3,1
2281,3,3,1
2282,3,3,1
2283,3,3,1
2284,3,3,1
2285,3,3,1
2286,3,3,1
2287,3,3,1
2288,3,3,1
2289,3,3,1
2290,3,3,1
2291,3,3,1
2292,3,3,1
2293,3,3,1
2294,3,3,1
2295,3,3,1
2296,3,3,1
2297,3,3,1
2298,3,3,1
2299,3,3,1
23,3,3,1
230,3,3,1
2300,3,3,1
2301,3,3,1
2302,3,3,1
2303,3,3,1
2304,3,3,1
2305,5,5,1
2306,5,5,1
2307,3,3,1
2308,3,3,1
2309,3,3,1
2310,3,3,1
2311,3,3,1
2312,3,3,1
2313,3,3,1
2314,3,3,1
2315,3,3,1
2316,3,3,1
2317,3,3,1
2318,3,3,1
2319,3,3,1
2320,3,3,1
2321,3,3,1
2322,3,3,1
2323,4,4,1
