"index","pe","weight","avg"
1000,5,5,1
1001,5,5,1
1002,5,5,1
1003,5,5,1
1004,5,5,1
1005,5,5,1
1006,5,5,1
1007,5,5,1
1008,5,5,1
1009,25,25,1
1010,25,25,1
1011,6,6,1
1012,4,4,1
1013,3,3,1
1014,3,3,1
1015,3,3,1
1016,3,3,1
1017,20,20,1
1018,22,22,1
1019,5,5,1
1020,21,21,1
1021,2,2,1
1022,2,2,1
1023,2,2,1
1024,2,2,1
1025,2,2,1
1026,2,2,1
1027,2,2,1
1028,2,2,1
1029,2,2,1
1030,2,2,1
1031,2,2,1
1032,2,2,1
1033,2,2,1
1034,2,2,1
1035,2,2,1
1036,2,2,1
1037,2,2,1
1038,2,2,1
1039,2,2,1
1040,19,19,1
1041,3,3,1
1042,3,3,1
1043,3,3,1
1044,3,3,1
1045,3,3,1
1046,3,3,1
1047,14,14,1
1048,4,4,1
1049,3,3,1
1050,3,3,1
1051,3,3,1
1052,4,4,1
1053,3,3,1
1054,14,14,1
1055,28,28,1
1056,2,2,1
1057,2,2,1
1058,2,2,1
1059,2,2,1
1060,2,2,1
1061,2,2,1
1062,2,2,1
1063,2,2,1
1064,18,18,1
1065,4,4,1
1066,3,3,1
1067,3,3,1
1068,3,3,1
1069,4,4,1
1070,4,4,1
1071,3,3,1
1072,6,6,1
1073,3,3,1
1074,3,3,1
1075,3,3,1
1076,4,4,1
1077,4,4,1
1078,4,4,1
1079,4,4,1
1080,3,3,1
1081,3,3,1
1082,3,3,1
1083,3,3,1
1084,3,3,1
1085,4,4,1
1086,3,3,1
1087,3,3,1
1088,3,3,1
1089,3,3,1
1090,3,3,1
1091,3,3,1
1092,3,3,1
1093,3,3,1
1094,3,3,1
1095,3,3,1
1096,3,3,1
1097,3,3,1
1098,3,3,1
1099,3,3,1
1100,3,3,1
1101,21,21,1
1102,25,25,1
1103,7,7,1
1104,7,7,1
1105,7,7,1
1106,7,7,1
1107,23,24,1.04347826086957
1108,7,7,1
1109,7,7,1
1110,24,25,1.04166666666667
1111,6,6,1
1112,6,6,1
1113,6,6,1
1114,6,6,1
1115,35,36,1.02857142857143
1116,10,10,1
1117,24,24,1
1118,6,6,1
1119,6,6,1
1120,6,6,1
1121,7,7,1
1122,17,17,1
1123,7,7,1
1124,8,8,1
1125,7,7,1
1126,7,7,1
1127,7,7,1
1128,7,7,1
1129,7,7,1
1130,7,7,1
1131,7,7,1
1132,7,7,1
1133,7,7,1
1134,7,7,1
1135,12,12,1
1136,18,18,1
1137,7,7,1
1138,8,8,1
1139,7,7,1
1140,10,10,1
1141,9,9,1
1142,7,7,1
1143,7,7,1
1144,7,7,1
1145,7,7,1
1146,7,7,1
1147,7,7,1
1148,7,7,1
1149,7,7,1
1150,8,8,1
1151,7,7,1
1152,7,7,1
1153,7,7,1
1154,7,7,1
1155,7,7,1
1156,7,7,1
1157,7,7,1
1158,7,7,1
1159,7,7,1
116,4,4,1
1160,7,7,1
1161,7,7,1
1162,7,7,1
1163,7,7,1
1164,7,7,1
1165,7,7,1
1166,7,7,1
1167,7,7,1
1168,7,7,1
1169,7,7,1
117,4,4,1
1170,7,7,1
1171,7,7,1
1172,7,7,1
1173,7,7,1
1174,7,7,1
1175,7,7,1
1176,7,7,1
1177,7,7,1
1178,8,8,1
1179,7,7,1
118,4,4,1
1180,7,7,1
1181,7,7,1
1182,7,7,1
1183,7,7,1
1184,7,7,1
1185,7,7,1
1186,7,7,1
1187,7,7,1
1188,7,7,1
1189,7,7,1
119,4,4,1
1190,7,7,1
1191,7,7,1
1192,7,7,1
1193,7,7,1
1194,7,7,1
1195,10,10,1
1196,6,6,1
1197,6,6,1
1198,6,6,1
1199,7,7,1
120,4,4,1
1200,6,6,1
1201,6,6,1
1202,6,6,1
1203,6,6,1
1204,6,6,1
1205,6,6,1
1206,6,6,1
1207,6,6,1
1208,6,6,1
1209,6,6,1
121,4,4,1
1210,6,6,1
1211,6,6,1
1212,6,6,1
1213,6,6,1
1214,6,6,1
1215,6,6,1
1216,12,12,1
1217,7,7,1
1218,7,7,1
1219,7,7,1
122,4,4,1
1220,7,7,1
1221,7,7,1
1222,7,7,1
1223,7,7,1
1224,7,7,1
1225,7,7,1
1226,7,7,1
1227,7,7,1
1228,7,7,1
1229,7,7,1
123,4,4,1
1230,7,7,1
1231,7,7,1
1232,7,7,1
1233,7,7,1
1234,7,7,1
1235,7,7,1
1236,7,7,1
1237,7,7,1
1238,10,10,1
1239,7,7,1
124,4,4,1
1240,7,7,1
1241,7,7,1
1242,7,7,1
1243,7,7,1
1244,11,11,1
1245,7,7,1
1246,7,7,1
1247,7,7,1
1248,7,7,1
