"index","pe","weight","avg"
101,4,4,1
106,6,6,1
107,6,6,1
1104,2,2,1
1135,11,15,1.36363636363636
1145,2,2,1
1169,2,2,1
1203,2,2,1
1227,2,2,1
1228,2,2,1
1234,2,2,1
1240,2,2,1
1263,42,43,1.02380952380952
1267,6,6,1
1268,6,6,1
1272,3,3,1
1282,1,1,1
1283,5,5,1
1284,4,4,1
1285,1,1,1
1303,6,6,1
1304,6,6,1
1338,3,3,1
1339,3,3,1
1341,1,1,1
1365,3,3,1
1405,2,2,1
1459,2,2,1
1468,6,6,1
1469,2,2,1
1488,3,4,1.33333333333333
1523,6,6,1
1525,2,2,1
1530,6,10,1.66666666666667
155,3,3,1
1556,1,1,1
1557,8,12,1.5
1558,23,23,1
1572,1,1,1
1577,2,2,1
1578,6,6,1
1600,1,1,1
1627,1,1,1
1631,1,1,1
1653,8,8,1
1654,4,4,1
1655,9,13,1.44444444444444
1657,11,16,1.45454545454545
1666,7,7,1
1671,1,1,1
1677,3,3,1
1686,3,3,1
1687,3,3,1
1697,2,2,1
1709,8,8,1
1769,11,11,1
1770,1,1,1
1807,2,2,1
1815,2,2,1
1829,2,2,1
1832,2,2,1
1834,4,4,1
1835,3,3,1
1852,2,2,1
1882,2,2,1
19,2,2,1
190,3,3,1
1901,1,1,1
1903,3,3,1
1922,1,1,1
1933,10,10,1
1937,2,2,1
1953,5,5,1
1969,5,5,1
2013,2,2,1
2014,1,1,1
2037,1,1,1
2098,1,1,1
2110,5,5,1
2117,23,23,1
2158,5,5,1
220,1,1,1
2206,3,3,1
221,1,1,1
2226,2,2,1
2229,2,2,1
2234,3,3,1
224,3,3,1
2259,1,1,1
2269,18,18,1
2278,13,16,1.23076923076923
2280,4,4,1
2284,2,2,1
2301,2,2,1
2321,7,7,1
2327,6,6,1
2329,2,2,1
2348,1,1,1
2351,1,1,1
2354,2,2,1
24,12,12,1
2499,5,5,1
2503,1,1,1
252,1,1,1
2526,2,2,1
258,1,1,1
2587,5,5,1
259,6,6,1
2634,1,1,1
2695,2,2,1
2745,2,2,1
304,2,2,1
314,6,6,1
349,3,3,1
359,2,2,1
375,2,2,1
38,13,13,1
412,1,1,1
419,6,6,1
437,1,1,1
442,6,6,1
509,5,5,1
525,12,12,1
529,11,11,1
533,11,11,1
551,2,2,1
568,2,2,1
645,2,2,1
648,2,2,1
707,7,7,1
842,4,4,1
869,7,7,1
875,1,1,1
889,6,6,1
90,1,1,1
928,3,6,2
968,1,1,1
978,2,2,1
