"index","pe","weight","avg"
100,13,13,1
101,13,13,1
102,13,13,1
103,13,13,1
104,13,13,1
105,13,13,1
106,13,13,1
107,17,17,1
108,14,14,1
109,13,13,1
110,13,13,1
111,13,13,1
112,13,13,1
113,13,13,1
114,13,13,1
115,13,13,1
116,13,13,1
117,15,15,1
118,13,13,1
119,13,13,1
12,18,18,1
120,13,13,1
121,13,13,1
122,13,13,1
123,13,13,1
124,13,13,1
125,13,13,1
126,13,13,1
127,13,13,1
128,13,13,1
129,13,13,1
13,1,1,1
130,13,13,1
131,13,13,1
132,13,13,1
133,13,13,1
134,13,13,1
135,13,13,1
136,13,13,1
137,13,13,1
138,13,13,1
139,13,13,1
14,21,22,1.04761904761905
140,13,13,1
141,13,13,1
142,13,13,1
143,13,13,1
144,13,13,1
145,13,13,1
146,13,13,1
147,13,13,1
148,13,13,1
149,13,13,1
15,1,1,1
150,13,13,1
151,13,13,1
152,13,13,1
153,13,13,1
154,13,13,1
155,13,13,1
156,13,13,1
157,13,13,1
158,13,13,1
159,17,17,1
16,1,1,1
160,13,13,1
161,14,14,1
162,13,13,1
163,13,13,1
164,13,13,1
165,13,13,1
166,13,13,1
167,13,13,1
168,13,13,1
169,13,13,1
17,1,1,1
170,13,13,1
171,19,19,1
172,13,13,1
173,13,13,1
174,13,13,1
175,13,13,1
176,13,13,1
177,13,13,1
178,13,13,1
179,13,13,1
18,1,1,1
180,13,13,1
181,13,13,1
182,13,13,1
183,13,13,1
184,13,13,1
185,13,13,1
186,13,13,1
187,13,13,1
188,13,13,1
189,19,19,1
19,1,1,1
190,30,30,1
191,14,14,1
192,14,14,1
193,14,14,1
194,14,14,1
195,14,14,1
196,14,14,1
197,14,14,1
198,14,14,1
199,15,15,1
2,2,2,1
20,1,1,1
200,14,14,1
201,14,14,1
202,14,14,1
203,14,14,1
204,14,14,1
205,14,14,1
206,14,14,1
207,14,14,1
208,14,14,1
209,14,14,1
21,1,1,1
210,14,14,1
211,14,14,1
212,14,14,1
213,14,14,1
214,14,14,1
215,14,14,1
216,14,14,1
217,14,14,1
218,14,14,1
219,14,14,1
22,1,1,1
220,14,14,1
221,14,14,1
222,14,14,1
223,14,14,1
224,14,14,1
225,14,14,1
226,14,14,1
227,14,14,1
228,14,14,1
229,14,14,1
23,12,12,1
230,14,14,1
231,14,14,1
232,14,14,1
233,14,14,1
234,14,14,1
235,14,14,1
236,14,14,1
237,14,14,1
238,14,14,1
239,14,14,1
24,1,1,1
240,15,15,1
241,14,14,1
242,14,14,1
243,14,14,1
244,14,14,1
245,14,14,1
246,14,14,1
247,14,14,1
248,14,14,1
249,14,14,1
25,1,1,1
250,14,14,1
251,14,14,1
252,14,14,1
253,14,14,1
254,14,14,1
255,14,14,1
256,14,14,1
257,14,14,1
258,14,14,1
259,14,14,1
26,1,1,1
260,14,14,1
261,14,14,1
262,14,14,1
263,14,14,1
264,14,14,1
265,14,14,1
266,14,14,1
267,14,14,1
268,14,14,1
269,14,14,1
27,1,1,1
270,14,14,1
271,14,14,1
272,14,14,1
273,14,14,1
274,14,14,1
275,14,14,1
276,14,14,1
277,14,14,1
278,14,14,1
279,14,14,1
28,1,1,1
280,14,14,1
281,14,14,1
282,14,14,1
283,14,14,1
284,14,14,1
285,14,14,1
286,14,14,1
287,14,14,1
288,14,14,1
289,14,14,1
29,1,1,1
290,14,14,1
291,14,14,1
292,14,14,1
293,14,14,1
294,14,14,1
295,14,14,1
296,14,14,1
297,14,14,1
298,14,14,1
299,14,14,1
3,29,32,1.10344827586207
30,1,1,1
300,14,14,1
301,14,14,1
302,14,14,1
303,14,14,1
304,14,14,1
305,14,14,1
306,14,14,1
307,14,14,1
308,14,14,1
309,14,14,1
31,1,1,1
310,15,15,1
311,14,14,1
312,14,14,1
313,14,14,1
314,14,14,1
315,14,14,1
316,14,14,1
317,14,14,1
318,14,14,1
319,14,14,1
32,1,1,1
320,14,14,1
321,14,14,1
322,36,37,1.02777777777778
323,14,14,1
324,14,14,1
325,14,14,1
326,17,17,1
327,14,14,1
328,14,14,1
329,14,14,1
33,1,1,1
330,14,14,1
331,14,14,1
332,14,14,1
333,14,14,1
334,14,14,1
335,14,14,1
336,14,14,1
337,14,14,1
338,14,14,1
339,14,14,1
34,1,1,1
340,14,14,1
