def(notdef),
!def(UNIVERSAL),
(def(DEBUG)&def(THREATEXT)),
def(DEBUG),
def(DEBUG7),
def(DEBUG4),
def(DEBUG2),
def(UNIVERSAL),
(def(notdef)&def(THREATEXT)),
def(DEBUG1),
True,
def(DEBUG5),
def(DEBUG3),
def(DEBUG6),
def(THREATEXT),
