def(UWSGI_MINTERPRETERS),!def(UWSGI_MINTERPRETERS)
def(UWSGI_SPOOLER),def(UWSGI_EMBEDDED)
!def(__FreeBSD__),True
!def(PYTHREE),!def(UWSGI_PYPY)
(def(UWSGI_SPOOLER)&!def(__linux__)&(!def(__linux__)|!def(UWSGI_SPOOLER))),def(UWSGI_SPOOLER)
def(UWSGI_SPOOLER),True
(!def(UWSGI_SENDFILE)&!def(UWSGI_ASYNC)&!def(UWSGI_PYPY)),True
(def(UWSGI_EMBEDDED)&!def(PYTHREE)&def(UWSGI_SPOOLER)),(def(UWSGI_SPOOLER)&def(UWSGI_EMBEDDED))
True,def(__BIG_ENDIAN__)
(!def(UWSGI_SENDFILE)&!def(UWSGI_ASYNC)&!def(UWSGI_MINTERPRETERS)),True
(!def(UWSGI_SENDFILE)&!def(UWSGI_ASYNC)&def(UWSGI_MINTERPRETERS)),True
def(UWSGI_PCRE),True
def(UWSGI_SCTP),True
True,!def(__linux__)
True,(def(__BIG_ENDIAN__)&def(UWSGI_SPOOLER))
def(UWSGI_PCRE),def(UWSGI_EMBEDDED)
(!def(UWSGI_SENDFILE)&!def(UWSGI_ASYNC)),True
(def(UWSGI_SPOOLER)&def(UWSGI_EMBEDDED)),(def(UWSGI_SPOOLER)&def(UWSGI_EMBEDDED)&def(__BIG_ENDIAN__))
!def(UWSGI_IPV6),True
(def(UWSGI_EMBEDDED)&!def(UWSGI_PYPY)),!def(UWSGI_PYPY)
def(UWSGI_MINTERPRETERS),True
True,!def(UWSGI_PYPY)
True,!def(__FreeBSD__)
(def(UWSGI_EMBEDDED)&!def(UWSGI_PYPY)),True
True,!def(UWSGI_MINTERPRETERS)
True,def(UWSGI_ALARM)
def(UWSGI_EMBEDDED),(def(__BIG_ENDIAN__)&def(UWSGI_EMBEDDED))
def(UWSGI_UDP),def(UWSGI_EMBEDDED)
def(UWSGI_ROUTING),def(UWSGI_EMBEDDED)
(def(__BIG_ENDIAN__)&def(UWSGI_SPOOLER)),True
!def(UWSGI_MINTERPRETERS),def(UWSGI_EMBEDDED)
def(__BIG_ENDIAN__),True
(def(__linux__)&def(UWSGI_SPOOLER)),def(UWSGI_SPOOLER)
!def(UWSGI_MINTERPRETERS),def(UWSGI_MINTERPRETERS)
def(UWSGI_SNMP),def(UWSGI_EMBEDDED)
def(UWSGI_IPV6),True
def(__sun__),True
def(UWSGI_ASYNC),True
def(__linux__),True
def(__BIG_ENDIAN__),def(UWSGI_EMBEDDED)
True,!def(NGX_HAVE_LITTLE_ENDIAN)
True,def(__linux__)
(def(UWSGI_EMBEDDED)&!def(PYTHREE)&def(UWSGI_SPOOLER)),def(UWSGI_EMBEDDED)
