1,17,40,40,82
2,17,40,40,82
3,22,42,31,89
4,24,47,33,98
5,24,47,33,98
6,15,15,16,16
7,15,15,16,16
8,15,15,16,16
9,15,15,16,16
10,15,15,16,16
11,15,15,16,16
12,25,27,35,27
13,25,27,35,27
14,27,39,46,26
15,27,39,46,26
16,27,39,46,26
17,27,39,46,26
18,27,39,46,26
19,27,39,46,26
20,27,39,46,26
21,27,39,46,26
22,27,39,46,26
23,27,37,44,19
24,27,37,44,19
25,27,37,44,19
26,27,37,44,19
27,27,37,44,19
28,27,37,44,19
29,27,37,44,19
30,27,37,44,19
31,27,37,44,19
32,27,37,44,19
33,27,37,44,19
34,27,37,44,19
35,27,37,44,19
36,27,37,44,19
37,30,37,50,26
38,30,37,50,26
39,30,37,50,26
40,30,37,50,26
41,30,37,50,26
42,30,37,50,26
43,30,37,50,26
44,30,37,50,26
45,30,37,50,26
46,30,37,50,26
47,31,42,69,22
48,32,43,70,22
49,32,43,70,22
50,32,43,70,22
51,32,43,70,22
52,32,43,70,22
53,32,43,70,22
54,32,43,70,22
55,32,43,70,22
56,32,43,70,22
57,32,43,70,22
58,32,43,70,22
59,32,43,70,22
60,32,43,70,22
61,32,43,70,22
62,32,43,70,22
63,32,43,70,22
64,32,43,70,22
65,32,43,70,22
66,32,43,70,22
67,32,43,70,22
68,32,43,70,22
69,32,43,70,22
70,32,43,70,22
71,32,43,70,22
72,32,43,70,22
73,32,43,70,22
74,32,43,70,22
75,32,43,70,22
76,32,43,70,22
77,32,43,70,22
78,32,43,70,22
79,32,43,70,22
80,32,43,70,22
81,32,43,70,22
82,32,43,70,22
83,32,43,70,22
84,32,43,70,22
85,32,43,70,22
86,32,43,70,22
87,32,43,70,22
88,32,43,70,22
89,32,43,70,22
90,32,43,70,22
91,32,43,70,22
92,32,43,70,22
93,32,43,70,22
94,32,43,70,22
95,32,43,70,22
96,32,43,70,22
97,32,43,70,22
98,32,43,70,22
99,32,43,70,22
100,32,43,70,22
101,32,43,70,22
102,32,43,70,22
103,32,43,70,22
104,32,43,70,22
105,32,43,70,22
106,32,43,70,22
107,34,46,80,23
108,34,47,81,23
109,34,47,81,23
110,34,47,81,23
111,34,47,81,23
112,34,47,81,23
113,34,47,81,23
114,34,47,81,23
115,34,47,81,23
116,34,47,81,23
117,34,46,80,23
118,34,46,80,23
119,34,46,80,23
120,34,46,80,23
121,34,46,80,23
122,34,46,80,23
123,34,46,80,23
124,34,46,80,23
125,34,46,80,23
126,34,46,80,23
127,34,46,80,23
128,34,46,80,23
129,34,46,80,23
130,34,46,80,23
