Date, Evolution, Variabilities, TotalDependencies, DependenciesDeleted, DependenciesAdditions, DependenciesPreserved, DependenciesChanged
--,1,16,22,0,22,0,0
08-10-2001 08:31:27,2,16,22,0,0,22,0
08-10-2001 09:29:35,3,16,22,0,0,22,0
08-10-2001 09:33:00,4,16,22,0,0,22,2
08-10-2001 10:43:47,5,16,22,0,0,22,1
08-10-2001 10:55:36,6,16,22,0,0,22,1
08-10-2001 11:30:36,7,16,22,0,0,22,0
08-10-2001 11:34:07,8,16,22,0,0,22,0
17-10-2001 06:42:20,9,16,22,0,0,22,0
17-10-2001 06:50:09,10,16,22,0,0,22,0
17-10-2001 07:34:53,11,16,22,0,0,22,0
17-10-2001 07:45:47,12,16,22,0,0,22,0
17-10-2001 07:52:16,13,16,22,0,0,22,0
17-10-2001 08:08:10,14,16,22,0,0,22,0
17-10-2001 08:25:29,15,15,21,1,0,21,0
22-10-2001 10:01:16,16,15,21,0,0,21,0
22-10-2001 10:11:00,17,5,5,16,0,5,0
22-10-2001 10:20:56,18,5,5,0,0,5,0
22-10-2001 11:15:16,19,5,5,0,0,5,1
22-10-2001 11:32:58,20,5,5,0,0,5,0
23-10-2001 12:42:22,21,5,5,0,0,5,0
23-10-2001 01:03:56,22,5,5,0,0,5,0
23-10-2001 01:07:43,23,5,5,0,0,5,0
02-11-2001 06:16:47,24,5,5,0,0,5,0
02-11-2001 06:33:16,25,5,5,0,0,5,0
02-11-2001 06:55:01,26,5,5,0,0,5,0
02-11-2001 07:14:55,27,5,5,0,0,5,0
02-11-2001 07:26:11,28,5,5,0,0,5,0
17-12-2001 09:41:36,29,5,5,0,0,5,0
18-12-2001 08:36:54,30,5,5,0,0,5,0
20-12-2001 11:28:00,31,5,5,0,0,5,0
20-12-2001 12:16:52,32,5,5,0,0,5,0
20-12-2001 12:35:28,33,5,5,0,0,5,0
20-12-2001 12:39:30,34,5,5,0,0,5,0
20-12-2001 12:44:20,35,5,5,0,0,5,0
20-12-2001 12:57:27,36,5,5,0,0,5,0
20-12-2001 12:58:29,37,5,5,0,0,5,0
20-12-2001 01:02:28,38,5,5,0,0,5,0
20-12-2001 01:03:30,39,5,5,0,0,5,0
22-12-2001 03:31:36,40,5,5,0,0,5,0
22-12-2001 03:46:15,41,5,5,0,0,5,0
22-12-2001 04:01:44,42,5,5,0,0,5,0
23-12-2001 09:15:29,43,5,5,0,0,5,0
23-12-2001 10:10:16,44,5,5,0,0,5,0
23-12-2001 10:33:30,45,5,5,0,0,5,0
23-12-2001 10:35:07,46,5,5,0,0,5,0
24-12-2001 09:36:34,47,5,5,0,0,5,0
24-12-2001 10:41:47,48,5,5,0,0,5,0
24-12-2001 10:52:15,49,4,3,2,0,3,0
25-12-2001 05:43:24,50,4,3,0,0,3,0
27-12-2001 12:53:26,51,4,3,0,0,3,0
27-12-2001 01:38:38,52,4,3,0,0,3,0
28-12-2001 06:46:42,53,4,3,0,0,3,0
02-01-2002 06:51:44,54,4,3,0,0,3,0
02-01-2002 06:53:35,55,4,3,0,0,3,0
13-01-2002 10:57:02,56,4,3,0,0,3,0
13-01-2002 08:45:56,57,4,3,0,0,3,1
13-01-2002 10:09:48,58,4,3,0,0,3,1
13-01-2002 11:44:52,59,4,3,0,0,3,1
16-01-2002 12:41:38,60,4,3,0,0,3,0
18-01-2002 11:16:33,61,4,3,0,0,3,0
18-01-2002 11:23:18,62,4,3,0,0,3,0
24-01-2002 05:08:33,63,4,3,0,0,3,0
25-01-2002 11:55:21,64,4,3,0,0,3,0
03-02-2002 03:05:21,65,4,3,0,0,3,0
03-02-2002 04:04:35,66,4,3,0,0,3,0
06-02-2002 10:46:26,67,4,3,0,0,3,0
06-02-2002 10:51:25,68,4,3,0,0,3,0
06-02-2002 11:37:30,69,4,3,0,0,3,0
07-02-2002 12:05:45,70,8,5,0,2,3,0
07-02-2002 12:08:58,71,8,5,0,0,5,0
07-02-2002 12:12:44,72,8,5,0,0,5,0
08-02-2002 01:06:25,73,8,5,0,0,5,0
08-02-2002 04:44:31,74,8,5,0,0,5,0
09-02-2002 11:43:18,75,8,5,0,0,5,0
10-02-2002 05:08:28,76,8,5,0,0,5,0
10-02-2002 05:10:08,77,8,5,0,0,5,0
11-02-2002 11:01:26,78,8,5,0,0,5,0
11-02-2002 11:44:58,79,8,5,0,0,5,0
11-02-2002 11:58:12,80,8,5,0,0,5,0
25-02-2002 08:59:09,81,8,5,0,0,5,0
25-02-2002 09:08:55,82,8,5,0,0,5,0
25-02-2002 09:13:37,83,8,5,0,0,5,0
25-02-2002 09:51:27,84,8,5,0,0,5,0
02-03-2002 09:12:26,85,8,5,0,0,5,0
02-03-2002 06:03:48,86,8,5,0,0,5,0
