def(TEST),
def(IPTC_DEBUG),
def(ASN_NULL),
(!def(HAVE_LIBKSTAT)&!def(HAVE_HTONLL)),
!def(TEST),
True,
!def(ASN_NULL),
def(IPTC_DEBUG2),
!def(HAVE_LIBKSTAT),
