def(TEST),
!def(HAVE_LIBKSTAT),
def(IPTC_DEBUG2),
True,
(!def(HAVE_LIBKSTAT)&!def(HAVE_HTONLL)),
def(ASN_NULL),
!def(TEST),
def(IPTC_DEBUG),
!def(ASN_NULL),
