def(TEST),
!def(ASN_NULL),
True,
!def(TEST),
def(IPTC_DEBUG2),
def(IPTC_DEBUG),
def(ASN_NULL),
(!def(HAVE_LIBKSTAT)&!def(HAVE_HTONLL)),
!def(HAVE_LIBKSTAT),
