def(TEST),
True,
def(KERNEL_LINUX),
def(ASN_NULL),
def(IPTC_DEBUG),
!def(TEST),
!def(ASN_NULL),
def(IPTC_DEBUG2),
def(HAVE_LIBKSTAT),
