def(TEST),
def(IPTC_DEBUG2),
!def(ASN_NULL),
True,
!def(TEST),
def(IPTC_DEBUG),
(!def(HAVE_LIBKSTAT)&!def(HAVE_HTONLL)),
!def(HAVE_LIBKSTAT),
def(ASN_NULL),
