Date, Evolution, Variabilities, TotalDependencies, DependenciesDeleted, DependenciesAdditions, DependenciesPreserved, DependenciesChanged
--,1,20,20,0,20,0,0
07-05-2014 06:27:00,2,18,15,6,1,14,5
08-05-2014 01:45:34,3,18,17,0,2,15,1
08-05-2014 02:24:58,4,18,17,0,0,17,0
08-05-2014 05:40:21,5,18,15,2,0,15,2
08-05-2014 05:41:59,6,18,15,0,0,15,0
08-05-2014 05:48:13,7,18,15,0,0,15,0
08-05-2014 05:56:16,8,18,15,0,0,15,0
08-05-2014 06:03:15,9,18,15,0,0,15,0
08-05-2014 06:05:34,10,18,15,0,0,15,0
24-05-2014 06:04:42,11,18,15,0,0,15,0
24-05-2014 06:16:55,12,18,15,0,0,15,1
24-05-2014 06:16:55,13,18,15,0,0,15,0
24-05-2014 07:26:52,14,18,15,0,0,15,0
24-05-2014 07:28:26,15,18,15,0,0,15,0
24-05-2014 07:49:08,16,18,15,0,0,15,0
25-05-2014 06:02:31,17,18,15,0,0,15,0
25-05-2014 06:07:01,18,18,15,0,0,15,0
03-07-2014 02:33:36,19,18,15,0,0,15,2
03-07-2014 02:35:37,20,18,15,0,0,15,1
03-07-2014 04:21:40,21,18,16,0,1,15,0
03-07-2014 04:27:54,22,18,16,0,0,16,0
03-07-2014 05:21:24,23,18,16,0,0,16,0
07-09-2014 06:31:04,24,18,16,0,0,16,0
31-10-2014 02:24:19,25,18,16,0,0,16,0
08-05-2014 06:18:50,26,18,16,0,0,16,0
08-05-2014 06:27:11,27,18,16,0,0,16,0
08-05-2014 06:27:35,28,18,16,0,0,16,0
16-05-2014 05:20:45,29,18,16,0,0,16,0
18-05-2014 03:54:44,30,22,19,0,3,16,0
18-05-2014 05:06:10,31,18,16,3,0,16,3
18-05-2014 05:40:20,32,22,19,0,3,16,1
18-05-2014 05:41:22,33,22,19,0,0,19,0
18-05-2014 05:43:24,34,22,19,0,0,19,0
18-05-2014 05:44:02,35,22,19,0,0,19,0
18-05-2014 05:45:09,36,22,19,0,0,19,0
19-05-2014 09:23:38,37,18,18,3,2,16,5
19-05-2014 05:03:26,38,18,18,0,0,18,0
20-05-2014 05:22:06,39,18,18,0,0,18,0
25-05-2014 06:36:38,40,18,18,0,0,18,0
25-05-2014 06:41:17,41,18,18,0,0,18,0
26-05-2014 08:21:20,42,18,18,0,0,18,0
26-05-2014 10:48:07,43,18,18,0,0,18,0
26-05-2014 12:09:44,44,18,18,0,0,18,0
26-05-2014 12:22:52,45,18,18,0,0,18,0
26-05-2014 12:58:38,46,18,18,0,0,18,0
26-05-2014 01:01:24,47,24,21,0,3,18,3
26-05-2014 01:03:21,48,24,21,0,0,21,0
26-05-2014 01:05:17,49,24,21,0,0,21,0
26-05-2014 02:16:59,50,24,21,0,0,21,0
26-05-2014 04:23:19,51,24,21,0,0,21,0
27-05-2014 02:49:33,52,24,21,0,0,21,0
27-05-2014 04:11:05,53,24,21,0,0,21,0
27-05-2014 04:48:32,54,24,21,0,0,21,0
27-05-2014 04:50:42,55,24,21,0,0,21,0
