Date, Evolution,Number of Functions Change,Number of Variables Change,Function(+),Variable(+),Function(-),Variable(-),Modifier Change(Var.),Especifier Change(Var.),Qualifier Change(Var.),Type Change(Var.),Function Return Change,	Modifier Change (Func.), Specifier Change (Func.),Qualifier Change (Func.),Parameters Change (Func.)
07-05-2014 06:27:00,2,10,4,56,5,1,1,0,0,0,0,0,0,0,0,0
08-05-2014 01:45:34,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
08-05-2014 02:24:58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-05-2014 05:40:21,5,3,1,1,0,3,2,0,0,0,0,0,0,0,0,0
08-05-2014 05:41:59,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
08-05-2014 05:48:13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-05-2014 05:56:16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-05-2014 06:03:15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-05-2014 06:05:34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-05-2014 06:04:42,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-05-2014 06:16:55,12,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
24-05-2014 06:16:55,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-05-2014 07:26:52,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-05-2014 07:28:26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-05-2014 07:49:08,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-05-2014 06:02:31,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-05-2014 06:07:01,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-07-2014 02:33:36,19,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
03-07-2014 02:35:37,20,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
03-07-2014 04:21:40,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-07-2014 04:27:54,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-07-2014 05:21:24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-09-2014 06:31:04,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-10-2014 02:24:19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-05-2014 06:18:50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-05-2014 06:27:11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-05-2014 06:27:35,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-05-2014 05:20:45,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-05-2014 03:54:44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-05-2014 05:06:10,31,1,3,2,1,0,3,0,0,0,0,0,0,0,0,0
18-05-2014 05:40:20,32,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
18-05-2014 05:41:22,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-05-2014 05:43:24,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-05-2014 05:44:02,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-05-2014 05:45:09,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-05-2014 09:23:38,37,3,4,3,6,1,1,0,0,0,0,0,0,0,0,0
19-05-2014 05:03:26,38,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
20-05-2014 05:22:06,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-05-2014 06:36:38,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-05-2014 06:41:17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-05-2014 08:21:20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-05-2014 10:48:07,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-05-2014 12:09:44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-05-2014 12:22:52,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-05-2014 12:58:38,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-05-2014 01:01:24,47,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
26-05-2014 01:03:21,48,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
26-05-2014 01:05:17,49,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
26-05-2014 02:16:59,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-05-2014 04:23:19,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-05-2014 02:49:33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-05-2014 04:11:05,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-05-2014 04:48:32,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-05-2014 04:50:42,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-05-2014 05:02:52,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-05-2014 05:03:01,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-05-2014 10:22:48,58,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
31-05-2014 10:20:40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-05-2014 03:59:39,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-05-2014 04:12:39,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-05-2014 04:24:16,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-05-2014 04:53:35,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-05-2014 05:12:20,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-05-2014 06:26:46,65,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
01-06-2014 07:51:40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-06-2014 08:01:29,67,0,18,0,37,0,18,0,0,0,0,0,0,0,0,0
01-06-2014 08:19:48,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-06-2014 05:08:40,69,0,14,0,19,0,19,0,0,0,0,0,0,0,0,0
02-06-2014 09:10:55,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-06-2014 09:11:45,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-06-2014 10:16:27,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-06-2014 11:21:46,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-06-2014 12:06:11,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-06-2014 05:13:19,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-06-2014 05:14:16,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-06-2014 06:56:32,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-06-2014 05:51:36,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-06-2014 06:30:15,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-06-2014 05:23:55,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-06-2014 09:30:25,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-06-2014 05:34:04,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-06-2014 06:07:00,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-06-2014 06:42:24,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-06-2014 07:37:30,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-06-2014 08:07:05,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-06-2014 05:57:55,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-06-2014 06:17:40,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-06-2014 05:52:10,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-06-2014 03:59:04,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-06-2014 04:43:32,91,4,2,4,2,4,0,0,0,0,0,0,0,0,0,0
23-06-2014 12:57:35,92,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0
23-06-2014 01:18:29,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-06-2014 01:20:32,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-06-2014 01:29:25,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-06-2014 01:37:15,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-06-2014 01:44:42,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-06-2014 06:47:48,98,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
23-06-2014 06:51:16,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-06-2014 05:13:22,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-06-2014 06:12:55,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-06-2014 05:59:50,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-06-2014 08:38:58,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-06-2014 06:16:10,104,7,6,3,18,11,0,0,0,0,0,0,0,0,0,0
30-06-2014 12:33:41,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-06-2014 01:58:56,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-06-2014 05:55:56,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-06-2014 06:30:43,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-06-2014 06:37:03,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-06-2014 06:37:37,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-07-2014 05:02:06,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-07-2014 05:16:53,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-07-2014 05:33:03,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-07-2014 07:09:50,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-07-2014 03:44:08,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-07-2014 03:45:26,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-07-2014 03:49:06,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-07-2014 03:57:04,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-07-2014 08:00:57,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-07-2014 06:32:29,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-07-2014 06:32:54,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-07-2014 12:37:31,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-07-2014 01:48:40,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-07-2014 04:55:25,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-07-2014 04:32:27,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-07-2014 06:07:19,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-07-2014 06:16:34,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-07-2014 06:18:11,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-07-2014 06:29:16,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-07-2014 06:43:21,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-07-2014 03:42:39,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-07-2014 04:40:27,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-07-2014 09:11:43,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-07-2014 09:18:08,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
