11-11-2009 06:01:43,12293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-11-2009 06:31:37,12294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-11-2009 11:54:45,12295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-11-2009 06:15:34,12296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-11-2009 06:19:49,12297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-11-2009 07:15:33,12298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-11-2009 01:32:08,12299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-11-2009 07:54:10,12300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-11-2009 08:16:31,12301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-11-2009 11:36:34,12302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-11-2009 03:31:33,12303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-11-2009 04:28:43,12304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-11-2009 05:29:28,12305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-11-2009 07:48:40,12306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-11-2009 02:01:51,12307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-11-2009 05:03:45,12308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-11-2009 11:30:30,12309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-11-2009 04:53:34,12310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-11-2009 06:13:47,12311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-11-2009 08:33:49,12312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-11-2009 03:51:37,12313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-11-2009 04:23:26,12314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-11-2009 11:45:23,12315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-11-2009 12:46:14,12316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-11-2009 12:47:13,12317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-11-2009 09:58:50,12318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-11-2009 10:43:15,12319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-11-2009 12:23:43,12320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-11-2009 10:55:48,12321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-11-2009 10:56:16,12322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-11-2009 10:56:45,12323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-11-2009 05:02:12,12324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-11-2009 08:01:37,12325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-11-2009 03:11:06,12326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
