def(UWSGI_EMBEDDED),spool_buffer,additon,Variable,3
True,fr_get_hostname,parameter,Function,3
True,uwsgi_concat2,parameter,Function,3
True,cache_command,parameter,Function,3
True,fastrouter_manage_subscription,parameter,Function,3
