def(UWSGI_EMBEDDED),up,additon,Variable,4
True,cache_command,parameter,Function,4
True,uwsgi_concat2,parameter,Function,4
True,fr_get_hostname,parameter,Function,4
True,uwsgi_load_plugin,parameter,Function,4
True,uwsgi_log,additon,Function,4
