def(UWSGI_EMBEDDED),uwsgi,additon,Variable,4
True,fastrouter_manage_subscription,parameter,Function,4
True,fr_get_hostname,parameter,Function,4
True,cache_command,parameter,Function,4
def(UWSGI_EVENT_USE_EPOLL),event_queue_add_fd_read,additon,Function,4
