True,def(DYNDNS_SUPPORT)
(!def(RFM12_RAW_SUPPORT)&def(SKIPJACK_SUPPORT)),True
(def(RFM12_RAW_SUPPORT)&def(SKIPJACK_SUPPORT)),True
