!def(GNOME),get_language_list,parameter,Function,4
True,ddisplay_transform_coords,exclusion,Function,4
True,ddisp,exclusion,Variable,4
True,transform_coord,additon,Function,4
def(HAVE_LIBART),display_update_menu_state,exclusion,Function,4
