def(FEAT_GUI),
def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(DEBUG),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
True,
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
!def(PROTO),
