def(NBDEBUG),
!def(FEAT_GUI_W32),
def(PROTO),
True,
def(_WIN32),
def(FEAT_JOB_CHANNEL),
def(FEAT_GUI_W32),
def(MAIN),
!def(FEAT_GUI_GTK),
def(WIN32),
def(FEAT_GUI),
def(FEAT_BEVAL),
