1,10,7,8,2
2,10,7,8,2
3,10,7,8,2
4,10,7,8,2
5,10,7,8,2
6,10,7,8,2
7,10,7,8,2
8,10,7,8,2
9,10,7,8,2
10,10,7,8,2
11,10,7,8,2
12,10,7,8,2
13,10,7,8,2
14,10,7,8,2
15,10,7,8,2
16,10,7,8,2
17,10,7,8,2
18,10,7,8,2
19,10,7,8,2
20,10,7,8,2
21,10,7,8,2
22,13,11,12,2
23,11,9,11,3
24,11,9,11,3
25,11,9,11,3
26,11,9,11,3
27,11,9,11,3
28,11,9,10,3
29,11,9,10,3
30,11,9,10,3
31,11,9,10,3
32,11,9,10,3
33,11,9,10,3
34,11,9,10,3
35,11,9,10,3
36,11,9,10,3
37,11,9,10,3
38,13,13,14,14
39,13,13,14,14
40,13,13,14,14
41,13,13,14,14
42,13,13,14,14
43,13,14,15,17
44,13,14,15,17
45,13,14,15,17
46,13,14,15,17
47,13,14,15,17
48,13,14,15,17
49,13,14,15,17
50,13,14,15,17
51,13,14,15,17
52,13,14,15,17
53,13,14,15,17
54,13,14,15,17
55,13,14,15,17
56,13,14,15,17
57,13,14,15,17
58,13,14,15,17
59,13,14,15,17
60,13,14,15,17
61,13,14,15,17
62,13,14,15,17
63,13,14,15,17
64,13,14,15,17
65,13,14,15,17
66,13,14,15,17
67,13,14,15,17
68,13,14,15,17
69,13,14,15,17
70,13,14,15,17
71,13,14,15,17
72,13,14,15,17
73,13,14,15,18
74,13,14,15,18
75,13,14,15,18
76,13,14,15,20
77,13,14,15,19
78,13,14,15,19
79,13,14,15,19
80,13,30,31,27
81,13,30,31,27
82,13,30,31,27
83,13,30,31,27
84,13,30,31,27
85,13,30,31,27
86,13,30,31,27
87,13,30,31,27
88,13,30,31,27
89,13,30,31,27
90,13,30,31,27
91,13,30,31,27
92,13,30,31,27
93,13,30,31,27
94,13,30,31,27
95,13,30,31,26
96,13,30,32,26
97,13,30,32,26
98,13,30,32,26
99,13,30,32,28
100,13,30,32,28
101,13,30,32,28
102,13,30,32,17
103,13,30,32,18
104,13,30,32,18
105,13,30,32,18
106,13,30,32,18
107,13,30,32,18
108,13,30,32,18
109,13,30,32,18
