"maintenance_points","impact_points"
4,3
4,5
4,3
3,3
1,3
1,3
1,8
1,18
1,2
1,11
1,2
1,10
1,2
1,16
1,2
1,2
1,2
1,2
1,4
1,2
1,2
1,3
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,15
1,4
1,3
1,3
1,6
1,1
1,6
1,18
1,2
1,5
1,3
1,6
1,9
1,5
1,1
1,1
1,1
1,4
1,3
1,1
1,1
1,1
1,1
1,5
1,1
1,1
1,10
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,4
1,54
1,15
1,3
1,1
1,1
1,1
1,1
1,1
1,9
1,8
1,1
1,1
1,3
1,1
1,5
1,1
1,1
1,3
1,1
1,1
1,1
1,3
1,3
1,1
1,11
1,1
1,1
1,1
1,1
1,4
1,31
1,1
1,1
1,17
1,3
1,8
1,2
1,6
1,4
1,14
1,1
1,1
1,1
1,1
1,1
1,1
1,3
1,1
1,1
1,1
1,12
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,3
1,1
1,1
1,1
1,1
1,1
4,1
3,1
3,1
3,1
3,1
3,5
3,1
3,4
3,1
3,1
3,1
3,1
1,1
1,4
1,1
1,1
1,1
1,1
1,5
1,1
1,1
1,1
1,1
1,3
1,1
1,1
1,1
2,1
2,1
1,1
1,1
1,1
1,2
1,1
1,1
1,1
1,1
1,3
2,1
1,1
1,1
1,1
1,1
1,3
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,3
1,4
1,1
1,1
1,1
1,1
1,3
1,2
1,4
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,3
1,1
1,1
1,4
1,1
1,1
1,1
1,3
1,1
1,1
1,1
1,4
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,11
1,1
1,1
1,1
1,1
1,3
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,3
1,1
1,1
1,1
1,1
1,1
2,1
2,1
2,1
2,1
1,1
1,5
1,1
1,1
1,1
1,1
1,1
1,1
5,9
1,1
1,1
1,1
1,1
1,2
1,5
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
4,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,14
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,3
1,1
1,1
1,4
1,3
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,10
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,4
1,6
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,10
1,1
1,1
1,7
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,7
1,1
1,3
1,1
1,6
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,4
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,14
1,1
1,1
1,4
1,4
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,1
1,1
2,1
2,1
1,1
1,3
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,4
1,1
1,1
1,1
1,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,2
4,1
4,1
1,17
1,1
1,1
1,1
1,1
1,1
1,5
1,1
1,1
1,5
1,1
1,1
1,1
1,1
1,1
1,4
1,1
1,1
1,1
1,1
1,1
1,14
1,1
1,3
1,1
1,1
1,1
1,1
1,2
1,1
1,1
1,1
1,1
1,16
1,1
1,1
1,1
1,1
1,2
1,12
1,1
1,1
1,1
1,1
1,1
1,5
3,3
1,1
1,1
1,56
1,1
1,1
1,1
1,1
2,3
1,1
1,1
1,1
1,7
1,1
1,1
1,1
1,1
1,8
1,1
1,8
1,1
1,1
1,10
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,6
1,1
1,1
1,6
1,4
1,9
1,9
1,4
1,1
1,5
1,2
1,1
1,1
1,1
1,1
1,1
1,13
1,11
1,8
1,1
1,1
1,1
1,1
1,7
1,4
1,1
1,1
1,1
1,1
1,1
1,1
1,2
1,1
1,1
1,1
1,1
1,2
1,1
1,1
1,1
1,1
1,1
1,1
1,5
1,1
1,1
1,1
1,4
1,7
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
2,1
2,1
4,1
4,1
4,1
4,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,13
1,1
1,5
1,1
1,1
1,1
1,1
1,1
1,3
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,38
1,11
1,12
1,3
1,14
1,3
1,3
1,3
1,16
1,6
1,4
1,4
1,4
1,10
1,18
1,4
1,4
1,6
1,6
1,5
1,4
2,5
1,5
1,7
1,5
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,14
1,4
1,10
1,4
1,10
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
2,4
1,6
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,9
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,6
1,4
1,4
1,4
1,4
1,4
1,4
5,4
1,15
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
6,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,5
1,4
1,4
1,4
1,4
1,4
1,13
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,7
1,4
1,4
1,4
1,7
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,6
1,9
1,17
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,5
1,4
1,6
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,5
1,4
1,4
1,4
1,25
1,11
1,6
1,41
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,25
1,4
1,4
1,12
1,4
1,4
1,4
1,4
1,4
1,4
1,12
1,4
1,4
1,5
1,4
1,7
1,5
1,5
1,9
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,45
1,2
1,2
1,2
1,8
1,2
1,2
1,2
1,2
1,15
1,14
1,2
1,2
1,2
1,11
1,2
1,14
1,2
1,2
1,2
1,11
1,2
1,7
1,17
1,13
1,2
3,2
3,2
1,2
1,2
1,2
1,2
1,2
1,2
3,2
3,2
1,2
1,4
1,5
1,2
1,13
1,2
1,2
1,5
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
3,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,5
1,2
1,5
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,13
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,9
1,2
1,2
1,2
1,2
1,2
3,16
1,4
1,2
1,2
1,2
1,2
1,2
1,2
1,3
1,2
1,2
1,6
1,2
1,2
1,2
1,2
1,2
1,2
1,9
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,5
1,2
1,2
1,2
1,2
1,31
1,2
1,10
1,2
1,2
1,2
1,2
3,2
1,2
1,2
1,8
1,2
1,4
1,2
1,2
1,2
1,24
1,2
1,9
3,3
1,3
1,8
1,3
1,3
1,3
1,3
1,3
4,3
4,3
1,3
3,3
3,3
3,3
3,3
1,3
1,3
1,3
1,3
1,3
1,21
1,3
1,3
1,3
1,3
1,3
1,13
1,3
1,3
1,7
1,15
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,5
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,14
1,8
1,4
1,3
1,3
6,3
1,3
1,3
1,3
1,3
1,3
1,13
1,12
1,5
1,3
1,14
1,3
1,13
1,3
1,3
1,8
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,6
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,8
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,14
1,3
1,3
1,10
1,11
1,18
1,14
1,3
1,3
1,3
1,3
1,5
1,3
1,3
1,5
1,3
3,3
2,3
2,3
1,3
1,28
1,3
1,3
1,3
1,3
1,6
1,3
1,3
1,3
1,3
1,3
1,16
1,17
1,3
1,3
1,6
1,3
1,3
1,3
1,3
1,3
1,3
1,4
1,15
1,3
1,5
1,3
2,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,20
6,3
6,3
6,20
6,3
6,3
6,26
6,15
6,4
1,11
1,19
1,4
1,9
1,4
1,26
1,4
1,4
1,16
1,4
1,5
1,4
1,5
1,4
1,4
1,17
1,4
1,10
1,4
1,4
1,4
1,14
1,4
1,5
1,4
1,4
1,4
1,4
1,11
1,11
1,4
1,4
1,4
1,4
1,4
1,4
1,23
1,16
1,4
1,10
1,19
2,6
1,4
1,6
1,4
1,7
1,4
1,4
1,4
1,4
1,4
1,6
1,4
1,4
1,6
1,6
1,6
1,4
1,4
1,4
1,25
1,3
1,3
1,7
1,9
1,3
1,3
1,3
1,6
1,3
1,3
1,3
1,3
1,3
1,25
1,12
1,13
2,5
1,9
1,8
3,5
3,8
3,7
1,5
1,9
1,5
1,7
1,13
1,5
1,5
1,5
1,5
1,7
1,5
1,5
1,5
1,5
1,8
1,16
1,9
1,9
1,12
1,5
1,5
1,14
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,41
1,6
1,67
1,39
1,7
1,5
1,5
1,6
1,5
1,15
1,55
1,15
1,37
1,8
1,9
1,10
1,5
1,5
1,5
1,8
1,5
1,5
1,14
1,5
1,5
1,5
1,5
1,5
1,29
1,11
1,73
1,5
1,55
1,13
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,10
1,25
1,3
1,3
1,8
1,15
1,26
1,15
1,3
1,5
1,3
1,3
1,13
1,8
1,3
1,3
1,7
1,3
1,3
11,3
4,3
1,3
2,3
2,13
1,3
1,5
1,3
1,3
7,9
1,3
1,3
1,3
1,7
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,4
1,3
1,3
1,4
1,5
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,15
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,7
1,5
1,5
1,15
1,5
1,9
1,5
1,5
1,10
1,4
1,4
1,4
1,4
1,4
1,4
1,6
1,5
1,5
8,5
1,5
1,5
1,5
1,5
1,7
1,5
1,5
1,5
1,5
1,5
1,73
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,8
1,5
1,6
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,17
1,5
1,5
1,5
1,6
1,5
1,5
1,5
1,7
1,5
1,5
1,11
1,10
1,8
1,5
1,4
1,10
1,12
1,4
5,11
2,4
5,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,11
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
5,11
1,9
1,5
1,11
1,5
1,5
1,5
1,5
1,12
1,13
1,13
1,5
1,5
1,11
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,10
1,20
1,8
1,5
1,5
7,5
4,5
1,5
1,5
1,5
1,12
1,15
1,6
1,23
1,5
1,5
1,5
1,5
1,5
1,5
1,11
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,6
1,8
1,5
1,5
1,5
1,5
1,10
1,24
1,28
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,8
1,5
1,5
1,5
1,6
1,5
1,11
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,29
1,5
1,5
1,5
1,5
1,7
1,5
1,5
1,7
1,6
1,5
1,5
1,5
1,6
1,5
1,5
1,5
1,5
1,9
1,12
1,3
1,3
1,23
1,5
1,15
1,5
1,5
1,5
1,5
1,18
1,5
1,5
1,5
1,5
1,10
1,14
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,11
1,5
1,21
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,5
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,5
1,3
1,3
1,3
1,3
1,3
1,5
1,3
1,3
1,3
1,3
1,4
1,3
1,3
1,4
1,3
1,3
1,3
1,16
1,4
1,24
1,3
1,3
3,35
1,3
1,3
1,3
1,3
1,3
6,6
6,3
6,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,10
1,20
1,4
1,3
1,3
1,3
1,10
1,3
1,18
1,3
1,14
1,24
1,4
1,14
1,3
1,3
1,3
1,3
1,18
1,24
1,3
1,3
1,5
1,3
1,3
1,3
1,3
2,32
1,3
1,3
1,3
1,3
2,3
1,3
