def(DEBUG_INCL),
def(_LIBC),
def(USE_STACKOVF),
def(DEBUG_SYM),
!def(STDC_HEADERS),
(def(emacs)&!def(alloca)),
def(LTDL_SHLIB_EXT),
True,
!def(alloca),
(((def(CRAY2)&!def(alloca))|(def(CRAY2)&!def(alloca)&(def(alloca)|def(CRAY2))))&(def(alloca)|def(CRAY2))&((def(CRAY2)&!def(alloca))|(def(CRAY2)&!def(alloca)&(def(alloca)|def(CRAY2)))|(!def(alloca)&!def(CRAY2)))),
def(LTDL_SYSSEARCHPATH),
!def(_LIBC),
!def(NDEBUG),
((((!def(CRAY2)|def(alloca)|(!def(alloca)&!def(CRAY2)))&(!def(CRAY2)|def(alloca)))|(!def(alloca)&!def(CRAY2)))&((def(CRAY2)&!def(alloca))|(def(CRAY2)&!def(alloca)&(def(alloca)|def(CRAY2)))|(!def(alloca)&!def(CRAY2)))),
