def(DEBUG_INCL),
def(_LIBC),
!def(NDEBUG),
def(USE_STACKOVF),
(((def(CRAY2)&!def(alloca))|(def(CRAY2)&!def(alloca)&(def(alloca)|def(CRAY2))))&(def(alloca)|def(CRAY2))&((def(CRAY2)&!def(alloca))|(def(CRAY2)&!def(alloca)&(def(alloca)|def(CRAY2)))|(!def(alloca)&!def(CRAY2)))),
((((!def(CRAY2)|def(alloca)|(!def(alloca)&!def(CRAY2)))&(!def(CRAY2)|def(alloca)))|(!def(alloca)&!def(CRAY2)))&((def(CRAY2)&!def(alloca))|(def(CRAY2)&!def(alloca)&(def(alloca)|def(CRAY2)))|(!def(alloca)&!def(CRAY2)))),
!def(_LIBC),
def(LTDL_SHLIB_EXT),
def(DEBUG_SYM),
(def(emacs)&!def(alloca)),
True,
def(LTDL_SYSSEARCHPATH),
!def(STDC_HEADERS),
!def(alloca),
