"C1","C2","C3","C4","C5","C6","C7","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C27","C29","C30"
0.0936496913580247,86.1584027777778,0,72.3097222222222,0.019047619047619,7.6620987654321,2.41527777777778,9003.29416666667,110.249722222222,308.495972222222,0,62.9143055555556,5415.84053333333,12.5024206349206,17.1990740740741,171.081388888889,7.18701388888889,552.482916666667,126.7725,35.907037037037,35.907037037037,0.138715277777778,77.3941666666667,1.51524154589372,54.4656699346405,180
0.224110339506173,187.871284722222,5840.47058823529,227.519555555556,0.317857142857143,47.9198765432099,38.4813888888889,NA,149.341111111111,388.432083333333,0.215833333333333,233.75125,NA,77.5904365079365,91.8552777777778,562.411527777778,63.2248611111111,1323.42895833333,236.909583333333,96.5924537037037,96.5924537037037,49.7761284722222,216.283611111111,50.7514371980676,138.779019607843,11874
0.349675925925926,277.578854166667,23630.1176470588,354.588,11.6238095238095,143.411080246914,173.247722222222,NA,278.352222222222,519.79125,0.842777777777778,707.97125,NA,147.192857142857,307.815555555556,723.492222222222,135.551597222222,2746.71152777778,311.091805555556,147.894907407407,147.894907407407,157.367395833333,326.898888888889,149.052958937198,240.915245098039,20094
0.533658179012346,357.600833333333,42364.2352941177,445.199222222222,47.7809523809524,206.386820987654,350.424333333333,NA,433.775555555556,694.295416666667,8.1075,819.758888888889,NA,275.787936507936,427.194537037037,1165.65819444444,233.210625,3489.97965277778,379.294027777778,213.537685185185,213.537685185185,171.348350694444,327.136666666667,237.983623188406,414.362875816993,33594
0.809318672839506,466.013506944444,59349.1764705882,537.846611111111,138.563095238095,309.239691358025,578.097666666667,NA,659.533472222222,855.077361111111,43.3897222222222,1028.48069444444,NA,466.024444444444,570.115092592593,1776.82805555556,418.466875,3741.97840277778,409.403888888889,292.253472222222,292.253472222222,214.445121527778,690.160277777778,314.998490338164,704.314215686275,52236
1.41171913580247,614.766736111111,80515.7647058823,944.552277777778,279.322619047619,518.235679012346,901.506611111111,NA,1363.11861111111,1110.75972222222,93.4822222222222,1172.42111111111,NA,803.580753968254,778.808425925926,1809.635,593.796388888889,4233.53145833333,438.971944444444,445.509861111111,445.509861111111,354.862569444444,1176.75916666667,411.344287439614,1031.2781372549,71580
3.32794984567901,794.601111111111,103688.470588235,1554.73827777778,494.335714285714,914.719197530864,1211.8575,NA,1765.98861111111,1300.50583333333,123.469444444444,1415.07166666667,NA,1161.90134920635,1144.5187962963,1963.34638888889,843.814791666667,4585.59930555556,707.685138888889,1204.94324074074,1204.94324074074,574.520121527778,1211.50111111111,523.323321256039,1261.06776143791,85122
14.7346952160494,1243.91715277778,126595.764705882,2533.49161111111,774.871428571429,1172.63478395062,1864.83588888889,NA,3449.01583333333,1488.17069444444,564.98,1667.59527777778,NA,1629.42642857143,1787.3212962963,2602.02972222222,1022.81,5238.12118055556,1223.76527777778,1905.12768518519,1905.12768518519,1023.29298611111,1369.85444444444,727.06345410628,1370.95880718954,109032
62.4318175154321,1714.73777777778,151560,3471.36533333333,1155.20357142857,1401.39070987654,2689.21483333333,NA,3895.48194444444,1604.45055555556,1026.74722222222,2398.12736111111,NA,2471.85420634921,2527.51824074074,3459.92236111111,1304.1875,13807.4127777778,1979.20916666667,3230.83055555556,3230.83055555556,1865.78987847222,1663.58805555556,1108.9922826087,1508.35501633987,136056
140.287361111111,3105.79387896825,201586.56,5335.89288888889,2780.86,2347.93246296296,6545.16290555555,9003.29416666667,5338.12583333333,3296.44068989899,3395.90448472222,3441.86260555556,5415.84053333333,4032.95311363636,5527.81376388889,7426.21410666666,2834.54807575758,20982.9833333333,8253.67428935185,5673.4544047619,5673.4544047619,3327.13011904762,6055.07595238095,1667.61677991453,1902.65558760684,186096
