"C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30"
0.0319963570127505,0.00834152689415847,0.0533710780844539,0.00185551558752998,0.00636653895274585,0.00102544529262087,0.00818438003220612,0.00757882882882883,0.0237467700258398,0.0153509485094851,0.0104667011732229,0.00353624901497242,0.0117983716475096,0.0144973544973545,0.000218168812589413,0,0.0202707454289733,0.00769960915689559,0.00445888432892537,0.00720397737639117,0.03412177328844,0.0260961538461538,0.00961249505733492,0.0179900032776139,0.0041713195607668,0.0316581632653061,0.0234852385856505,0.0432246376811594,0,0.00769960915689559
0.0895983606557377,0.0224821669558512,0.301212550129748,0.0161540767386091,0.0202298850574713,0.0127697201017812,0.0346349973161567,0.0312575075075075,0.0931459948320413,0.0532506775067751,0.035024154589372,0.00817769897557132,0.0704645593869732,0.0651917989417989,0.0419742489270386,0,0.0997573839662447,0.032322724734785,0.00951740386076911,0.0336403028644408,0.254450757575758,0.0990972222222222,0.0432684196652168,0.0689159292035398,0.0265959426763447,0.223639455782313,0.134657569515963,0.126727053140097,0.00578533287889116,0.032322724734785
0.202064663023679,0.0546831823147613,0.800109105921208,0.0866067146282974,0.0596062154108131,0.0432603901611535,0.0832501341921632,0.0750863363363363,0.229386304909561,0.125444444444444,0.0709118357487923,0.0171660756501182,0.202614942528736,0.161775793650794,0.353500238435861,0.00015531660692951,0.311452180028129,0.0778726968174204,0.027453640370877,0.102674238277687,0.732478956228956,0.21117735042735,0.131830104125478,0.142264831202884,0.0769351386562442,0.708971088435374,0.370593317313194,0.253405797101449,0.0321679731879118,0.0778726968174204
0.348812386156648,0.143769037979564,1.75283203585751,0.306641686650679,0.14625319284802,0.134092027141645,0.172631508319914,0.190465465465465,0.588191214470284,0.273044715447154,0.134732574189096,0.0494385342789598,0.434188218390805,0.337643849206349,1.19922508345255,0.0280167264038232,1.39925808720113,0.179597989949749,0.165070299437605,0.278538131727787,1.6777076318743,0.402550213675214,0.337219586134177,0.271869059324812,0.185411315838452,1.74012471655329,0.846263874585193,0.49280193236715,0.10700295387412,0.179597989949749
0.552510928961749,0.341928699955016,3.42489561217268,0.800530575539568,0.321540017028523,0.357195928753181,0.35912372517445,0.460228978978979,1.78240956072351,0.568972899728997,0.275526224982747,0.178180654058314,0.911702586206897,0.724016203703704,3.77586432999523,0.172592592592593,9.05644163150492,0.406876046901173,0.844422404620763,0.713667670133187,3.60011433782267,0.740027777777778,0.773407802820614,0.517777777777778,0.418368230039084,3.99836167800454,1.71547030552695,0.942053140096618,0.269754459213815,0.406876046901173
0.877015482695811,0.720697898592635,9.88009907997169,2.11313449240608,0.716847594721158,0.941033927056828,0.888997584541063,2.03002627627628,12.2190245478036,1.2945027100271,0.638379917184265,0.618031914893617,2.46927681992337,1.88751322751323,16.6555424415832,0.479880525686977,23.8407700421941,1.16558486878839,2.95130300957592,1.76760171501551,10.7077356902357,1.36486538461538,1.80097502306577,1.08466404457555,0.957531174390471,15.0175821995465,3.32510355875958,3.56695652173913,0.615955180640763,1.16558486878839
1.65282468123862,1.48475596041386,19.560612762444,8.35151478816946,1.90247126436782,2.6446026293469,4.91830917874396,17.0684084084084,52.5036111111111,3.39232249322493,1.99470841959972,2.15432919621749,14.6577610153257,5.35496197089947,27.7018848354793,1.25518219832736,59.2207981715893,6.79110552763819,9.88685286517708,5.99394088669951,19.6289681537598,2.76326388888889,4.79461381310136,2.63248852835136,2.42275311743905,27.8900368480726,9.27226599153221,18.8414492753623,1.37297148375369,6.79110552763819
20.8554109289617,3.41714735556841,28.3700973106865,22.5468005595524,19.0050277777778,11.9699342663274,24.5289197530864,28.2341478978979,196.990303617571,15.0728319783198,11.9732013457557,13.3380447202522,32.3811398467433,16.499289021164,53.5935407725322,4.30888888888889,116.79197257384,22.6734240647683,20.3462232102143,19.5229898741106,25.3977749719416,8.35308760683761,13.4567665085014,12.0165380203212,10.7351437744277,56.5568679138322,18.8074327726284,62.2011594202899,3.24781512724381,22.6734240647683
110.019194444444,34.5904288445473,96.7679991743335,116.664017086331,68.8857222222222,31.5650894402036,243.992041465378,97.8154804804805,905.739373385012,124.626124661247,81.4034309868875,58.4773242710796,161.285708812261,53.4825059523809,121.094577968526,43.8787455197133,234.592598452883,104.321470686767,35.0833667730658,44.3299896916621,48.508608305275,27.1020114850427,25.2293936997496,54.7245927564733,42.093789410013,373.687227891156,28.7566166037304,494.923574879227,22.9055226369007,104.321470686767
110.019194444444,39.5095277777778,166.576777777778,213.559819444444,68.8857222222222,71.62475,333.354763888889,142.659444444444,1487.82172222222,195.476666666667,137.43975,97.4845555555555,189.262777777778,137.248527777778,236.820833333333,47.6614583333333,535.371722222221,172.718694444444,79.1736718468466,112.545402777778,94.9127777777777,37.7120833333333,62.8026111111111,119.660833333333,76.0179999999998,691.430777777778,62.3101434807256,725.392222222222,25.8913333333333,172.718694444444
