True,time_tic_just,parameter,Function,2
True,yl,exclusion,Variable,2
True,this_plot,exclusion,Variable,2
True,key,exclusion,Variable,2
True,title,additon,Variable,2
True,axis_array,additon,Variable,2
True,color_box,additon,Variable,2
True,xl,exclusion,Variable,2
True,timelabel,additon,Variable,2
True,t,exclusion,Variable,2
