Date, Evolution, Variabilities, TotalDependencies, DependenciesDeleted, DependenciesAdditions, DependenciesPreserved, DependenciesChanged
--,1,2,1,0,1,0,0
26-03-2002 11:11:48,2,2,1,0,0,1,0
26-03-2002 11:12:16,3,2,1,0,0,1,0
26-03-2002 06:25:14,4,2,1,0,0,1,0
26-03-2002 06:39:25,5,2,1,0,0,1,0
26-03-2002 07:58:31,6,2,1,0,0,1,1
26-03-2002 08:39:06,7,2,1,0,0,1,0
26-03-2002 08:39:44,8,2,1,0,0,1,0
26-03-2002 09:29:53,9,2,1,0,0,1,0
26-03-2002 09:38:55,10,2,1,0,0,1,0
26-03-2002 09:51:14,11,2,1,0,0,1,0
26-03-2002 09:57:45,12,2,1,0,0,1,0
26-03-2002 10:17:02,13,2,1,0,0,1,0
26-03-2002 11:29:42,14,2,1,0,0,1,0
26-03-2002 11:30:47,15,2,1,0,0,1,0
26-03-2002 11:53:22,16,2,1,0,0,1,0
27-03-2002 12:53:05,17,2,1,0,0,1,0
27-03-2002 01:40:28,18,2,1,0,0,1,0
27-03-2002 02:15:32,19,2,1,0,0,1,0
27-03-2002 02:30:31,20,2,1,0,0,1,0
27-03-2002 03:06:45,21,2,1,0,0,1,0
27-03-2002 03:12:30,22,2,1,0,0,1,0
27-03-2002 03:31:55,23,2,1,0,0,1,0
27-03-2002 04:02:24,24,2,1,0,0,1,0
27-03-2002 04:40:13,25,2,1,0,0,1,0
27-03-2002 05:10:32,26,2,1,0,0,1,0
27-03-2002 05:46:40,27,2,1,0,0,1,0
27-03-2002 05:54:30,28,2,1,0,0,1,0
27-03-2002 08:38:29,29,2,1,0,0,1,0
27-03-2002 09:55:55,30,2,1,0,0,1,0
27-03-2002 11:13:16,31,2,1,0,0,1,0
27-03-2002 11:15:34,32,2,1,0,0,1,0
27-03-2002 11:16:16,33,2,1,0,0,1,0
28-03-2002 12:22:40,34,2,1,0,0,1,0
28-03-2002 12:42:32,35,2,1,0,0,1,0
28-03-2002 01:37:27,36,2,1,0,0,1,0
28-03-2002 01:38:53,37,2,1,0,0,1,0
28-03-2002 01:48:39,38,2,1,0,0,1,0
28-03-2002 01:49:31,39,2,1,0,0,1,0
28-03-2002 02:21:20,40,2,1,0,0,1,0
28-03-2002 05:38:41,41,2,1,0,0,1,0
29-03-2002 08:24:23,42,2,2,0,1,1,1
