26-03-2002 11:11:48,2,0,0,0,0,2,0,0,0
26-03-2002 11:12:16,3,0,0,0,0,2,0,0,0
26-03-2002 06:25:14,4,0,0,0,0,2,0,0,0
26-03-2002 06:39:25,5,0,0,0,0,2,0,0,0
26-03-2002 07:58:31,6,1,1,2,2,2,0,0,0
26-03-2002 08:39:06,7,0,0,0,0,2,0,0,0
26-03-2002 08:39:44,8,0,0,0,0,2,0,0,0
26-03-2002 09:29:53,9,0,0,0,0,2,0,0,0
26-03-2002 09:38:55,10,0,0,0,0,2,0,0,0
26-03-2002 09:51:14,11,0,0,0,0,2,0,0,0
26-03-2002 09:57:45,12,0,0,0,0,2,0,0,0
26-03-2002 10:17:02,13,0,0,0,0,2,0,0,0
26-03-2002 11:29:42,14,0,0,0,0,2,0,0,0
26-03-2002 11:30:47,15,0,0,0,0,2,0,0,0
26-03-2002 11:53:22,16,0,0,0,0,2,0,0,0
27-03-2002 12:53:05,17,0,0,0,0,2,0,0,0
27-03-2002 01:40:28,18,0,0,0,0,2,0,0,0
27-03-2002 02:15:32,19,0,0,0,0,2,0,0,0
27-03-2002 02:30:31,20,0,0,0,0,2,0,0,0
27-03-2002 03:06:45,21,0,0,0,0,2,0,0,0
27-03-2002 03:12:30,22,0,0,0,0,2,0,0,0
27-03-2002 03:31:55,23,0,0,0,0,2,0,0,0
27-03-2002 04:02:24,24,0,0,0,0,2,0,0,0
27-03-2002 04:40:13,25,0,0,0,0,2,0,0,0
27-03-2002 05:10:32,26,0,0,0,0,2,0,0,0
27-03-2002 05:46:40,27,0,0,0,0,2,0,0,0
27-03-2002 05:54:30,28,0,0,0,0,2,0,0,0
27-03-2002 08:38:29,29,0,0,0,0,2,0,0,0
27-03-2002 09:55:55,30,0,0,0,0,2,0,0,0
27-03-2002 11:13:16,31,0,0,0,0,2,0,0,0
27-03-2002 11:15:34,32,0,0,0,0,2,0,0,0
27-03-2002 11:16:16,33,0,0,0,0,2,0,0,0
28-03-2002 12:22:40,34,0,0,0,0,2,0,0,0
28-03-2002 12:42:32,35,0,0,0,0,2,0,0,0
28-03-2002 01:37:27,36,0,0,0,0,2,0,0,0
28-03-2002 01:38:53,37,0,0,0,0,2,0,0,0
28-03-2002 01:48:39,38,0,0,0,0,2,0,0,0
28-03-2002 01:49:31,39,0,0,0,0,2,0,0,0
28-03-2002 02:21:20,40,0,0,0,0,2,0,0,0
28-03-2002 05:38:41,41,0,0,0,0,2,0,0,0
29-03-2002 08:24:23,42,1,1,2,2,2,0,0,0
