"Sistema","Media","Mediana","Min","Max","Desvio"
"vim",505.576440412186,22.4425,0,2481.03069444444,973.861736622098
"PaceMaker",12.8381266999984,0.940555555555556,0,62.5516944444444,24.3596456800687
"LibXML",31.3428815602324,4.63972222222222,0,160.196666666666,61.7542409333905
"Lighttpd",402.106828125,23.3143055555556,0.000555555555555556,2214.74220833333,861.462460676639
"Collected",29.4731281414269,0.837777777777778,0,186.030583333331,72.9225794632088
"Syslog",130.057157907197,14.2605555555556,0,750.247125,292.64773859413
"ccache",123.33725614204,1.35291666666667,0,713.153541666666,280.894595272231
"gawk",29.0198607331822,0.7225,0.00111111111111111,142.444583333333,55.2640985907759
"Gzip",11396.3806597222,10.4155555555556,0.0922222222222222,45553.93125,17641.5666680302
"libnfc",905.905098108746,31.4422222222222,0.00305555555555556,5063.67411111111,1980.2391687309
"Libssh",23.3825320912587,0.3925,0,137.208472222222,53.8317577325871
"librskafka",539.55958937198,69.7161111111111,0.00555555555555556,2319.06744444444,908.649131840546
"Mosquitto",121.66237335895,19.9463888888889,0,667.924222222222,257.57852572486
"MPSolve",83.1325499452655,2.70930555555556,0,460.424722222222,180.412018714242
"OpenVPN",44.2737833186555,15.5854166666667,0,212.785680555556,80.7233364099784
"Ossec",46.2549358202968,0.815833333333333,0,321.698888888889,127.12513809519
"PianoBar",650.338007751938,38.3211111111111,0.00888888888888889,3137.61644444444,1226.53362260032
"SilverSearch",671.084182771867,18.1120833333333,0.00388888888888889,3481.25218055555,1373.93288424712
"GNUPlot",18.095515861455,6.11388888888889,0.000277777777777778,84.2501111111111,31.89385940818
"OpenSC",20.0063609506058,1.19694444444444,0,117.523833333333,45.6038000858409
"dia",20.2391353688192,5.26027777777778,0,93.7725,35.6402686517167
"uwsgi",7.81462587210672,1.00055555555556,0,36.8907916666666,14.1764524960019
"mapserver",10.9980904918076,1.12916666666667,0,62.8111111111111,24.2536326490753
"Hexchat",14.7407518658457,0.718194444444444,0,68.2159444444444,26.6386480309947
"ethersex",23.9775884173525,0.834166666666667,0,143.059208333333,55.865642864804
"m4",791.980347630715,1.73333333333333,0.00361111111111111,3823.02823611109,1526.50786840666
"totem",10.2069737153482,2.755,0,46.4167916666667,17.7457786355663
"gnuchess",368.866343669251,3.92,0.0222222222222222,1762.33104166667,688.257442215951
"Curl",10.864446091564,0.331388888888889,0,51.0881666666666,20.1112875835653
"Sylpheed",659.633646170441,25.6330555555556,0.00388888888888889,3169.37261111111,1248.19217802512
