"Sistema","um","dois","tres","quatro","cinco","seis","sete","oito","nove","dez","onze"
"vim",0,0.199277777777778,0.531944444444445,1.73425,10.5064444444444,22.4425,40.9079166666667,98.522388888889,440.616694444445,2481.03069444444,2481.03069444444
"PaceMaker",0,0.0219444444444444,0.0799722222222223,0.225222222222223,0.494972222222222,0.940555555555556,1.80075,3.944,15.3664444444444,62.5516944444444,62.5516944444444
"LibXML",0,0.149944444444444,0.493333333333333,1.14927777777778,2.41561111111111,4.63972222222222,16.24125,22.2207777777778,41.3650833333333,62.5516944444444,160.196666666666
"Lighttpd",0.000555555555555556,0.0201944444444444,0.219805555555556,0.795277777777778,5.75647222222224,23.3143055555556,92.8823055555556,237.186527777778,475.921083333333,2214.74220833333,2214.74220833333
"Collected",0,0.0119444444444444,0.039,0.127222222222222,0.317333333333333,0.837777777777778,2.17097222222223,12.7313888888889,24.5657222222222,186.030583333331,186.030583333331
"Syslog",0,0.0182777777777778,0.13975,0.565777777777778,2.82441666666667,14.2605555555556,24.8331666666667,52.44275,114.038472222222,750.247125,750.247125
"ccache",0,0.0268611111111111,0.0780277777777778,0.173111111111111,0.411361111111111,1.35291666666667,13.4894444444445,31.6926666666669,91.7415,713.153541666666,713.153541666666
"gawk",0.00111111111111111,0.0158333333333333,0.0486111111111111,0.118888888888889,0.289722222222222,0.7225,7.10361111111113,22.7127777777778,44.7476388888889,142.444583333333,142.444583333333
"Gzip",0.0922222222222222,0.100444444444444,0.205416666666667,0.701805555555556,2.19669444444444,10.4155555555556,24.7559166666667,39.8975833333333,45553.93125,45553.93125,45553.93125
"libnfc",0.00305555555555556,0.249111111111111,0.428611111111111,2.5925,17.0451944444444,31.4422222222222,168.326305555556,481.480166666667,713.503416666667,5063.67411111111,5063.67411111111
"Libssh",0,0.0205555555555556,0.0505277777777778,0.0946111111111111,0.182777777777778,0.3925,1.00816666666667,3.55066666666667,20.8914722222222,137.208472222222,137.208472222222
"librskafka",0.00555555555555556,0.00777777777777778,0.0940000000000004,11.1540555555556,50.7259444444445,69.7161111111111,72.9363333333333,101.855555555556,2101.38117222222,2319.06744444444,2319.06744444444
"Mosquitto",0,0.0436666666666667,0.245833333333333,0.711055555555556,2.07708333333333,19.9463888888889,42.2564722222222,73.2968333333335,163.819027777778,667.924222222222,667.924222222222
"MPSolve",0,0.0319722222222222,0.135888888888889,0.269972222222222,0.697666666666667,2.70930555555556,9.71550000000003,25.0901111111111,67.5477222222222,460.424722222222,460.424722222222
"OpenVPN",0,0.000277777777777778,0.0618055555555556,0.786555555555556,2.82783333333333,15.5854166666667,23.9550833333333,44.8368888888889,72.2981111111111,212.785680555556,212.785680555556
"Ossec",0,0,0.000277777777777778,0.103277777777778,0.322972222222222,0.815833333333333,2.44366666666667,14.3414444444444,25.2509722222222,321.698888888889,321.698888888889
"PianoBar",0.00888888888888889,0.115722222222222,0.508222222222222,1.19516666666667,8.86191666666667,38.3211111111111,126.593805555556,235.464,461.83825,3137.61644444444,3137.61644444444
"SilverSearch",0.00388888888888889,0.0101388888888889,0.0923055555555556,0.345,3.75691666666667,18.1120833333333,42.8056388888889,121.512194444445,352.446361111111,3481.25218055555,3481.25218055555
"GNUPlot",0.000277777777777778,0.0831666666666667,0.366083333333333,1.137,2.81658333333333,6.11388888888889,15.1695,21.0943333333333,27.8828055555556,50.8222222222222,84.2501111111111
"OpenSC",0,0.0183333333333333,0.0625,0.172222222222222,0.465277777777778,1.19694444444444,3.19194444444445,16.2994444444444,24.7897222222222,117.523833333333,117.523833333333
"dia",0,0.108222222222222,0.481388888888889,1.10683333333333,2.47197222222222,5.26027777777778,16.5820833333333,21.9541111111111,30.6544444444444,93.7725,93.7725
"uwsgi",0,0.0636111111111111,0.14775,0.301388888888889,0.555,1.00055555555556,1.88563888888889,4.01083333333334,14.0934444444444,36.8907916666666,36.8907916666666
"mapserver",0,0.0222222222222222,0.0738888888888889,0.207222222222222,0.501888888888889,1.12916666666667,2.80111111111111,7.57541666666667,18.3667777777778,62.8111111111111,62.8111111111111
"Hexchat",0,0.0454722222222222,0.106666666666667,0.203416666666667,0.386055555555556,0.718194444444444,1.49955555555556,3.43077777777778,16.5529166666667,68.2159444444444,68.2159444444444
"ethersex",0,0.0169444444444444,0.06375,0.160694444444444,0.361527777777778,0.834166666666667,2.39625,8.83375,23.2681944444444,143.059208333333,143.059208333333
"m4",0.00361111111111111,0.0215555555555556,0.104083333333333,0.289027777777778,0.631055555555556,1.73333333333333,6.53597222222222,21.9480555555556,3823.02823611109,3823.02823611109,3823.02823611109
"totem",0,0.166361111111111,0.465,0.93575,1.60022222222222,2.755,4.71911111111112,15.3550833333333,20.4284722222222,28.431,46.4167916666667
"gnuchess",0.0222222222222222,0.0775277777777778,0.201,0.447722222222222,0.776027777777778,3.92,25.3309166666667,156.064861111111,430.029472222222,1762.33104166667,1762.33104166667
"Curl",0,0.00638888888888889,0.02,0.0541666666666667,0.139194444444444,0.331388888888889,0.779222222222223,1.92777777777778,51.0881666666666,51.0881666666666,51.0881666666666
"Sylpheed",0.00388888888888889,0.0183333333333333,0.160666666666667,1.72311111111112,15.4038611111111,25.6330555555556,66.1782222222223,147.163111111111,381.773027777778,3169.37261111111,3169.37261111111
