!def(WIN32),
def(WIN32),
(!def(USE_XLIB)&!def(WIN32)),
def(USE_XLIB),
True,
def(USE_MSPROXY),
(!def(USE_LIBPROXY)&!def(USE_SIGACTION)&def(WIN32)),
