05-08-2008 09:03:48,5831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-08-2008 09:05:25,5832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-08-2008 02:25:50,5833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-08-2008 02:26:15,5834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-08-2008 02:28:11,5835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-08-2008 02:28:56,5836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-08-2008 02:30:01,5837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-08-2008 02:31:52,5838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-08-2008 02:38:33,5839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-08-2008 03:02:50,5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-08-2008 03:41:18,5841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-08-2008 03:42:13,5842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-08-2008 08:34:44,5843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-08-2008 09:51:42,5844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-08-2008 09:52:15,5845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-08-2008 09:52:36,5846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-08-2008 09:53:12,5847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-08-2008 09:53:40,5848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-08-2008 03:07:26,5849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-08-2008 03:08:06,5850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-08-2008 04:04:41,5851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-08-2008 04:40:47,5852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-08-2008 05:02:35,5853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-08-2008 05:52:57,5854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-08-2008 04:01:43,5855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-08-2008 10:50:16,5856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-08-2008 10:51:09,5857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-08-2008 10:51:32,5858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-08-2008 10:52:25,5859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-08-2008 10:53:19,5860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-08-2008 10:54:05,5861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-08-2008 10:54:58,5862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-08-2008 03:42:18,5863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-08-2008 03:42:42,5864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-08-2008 05:59:53,5865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-08-2008 05:52:26,5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-08-2008 03:37:48,5867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-08-2008 06:02:03,5868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
