(def(__VMS)&!def(HAVE_GETPASS_R)),
def(CURLRES_SYNCH),
def(USE_CYASSL),
!def(__EMX__),
!def(HAVE_GETPASS_R),
def(__VMS),
!def(CURL_DISABLE_DICT),
!def(_LDAP_PVT_H),
def(USE_NSS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_WINDOWS_SSPI),
def(HAVE_FSETXATTR),
def(ENABLE_IPV6),
!def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(CURL_DOES_CONVERSIONS),
def(TIME_WITH_SYS_TIME),
!def(HAVE_GSSAPI),
def(LIB585),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
True,
def(HAVE_GSSAPI),
(!def(_WIN32_WCE)&!def(WIN32)),
def(UNITTESTS),
!def(CURL_DISABLE_RTSP),
def(HAVE_FDOPEN),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_TELNET),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_MEMRCHR),
!def(HAVE_INET_PTON),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(SIGHUP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(DEBUGBUILD),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(DEBUGBUILD),
def(SIGALRM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_GOPHER),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(HAVE_FSETXATTR_6),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_PROXY),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(CURL_DISABLE_HTTP),
def(__EMX__),
!def(CURL_DISABLE_LDAP),
def(USE_GNUTLS),
def(HAVE_SOCKETPAIR),
(def(WIN32)&!def(_WIN32_WCE)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(MEMDEBUG_LOG_SYNC),
def(LIB1503),
def(LIB1502),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(SIGPIPE),
!def(CURL_DISABLE_TFTP),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_NGHTTP2),
!def(UNITTESTS),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_FSETXATTR),
def(USE_CHUNKED),
def(USE_POLARSSL),
!def(HAVE_STRTOK_R),
!def(HAVE_BASENAME),
def(HAVE_SETMODE),
def(USE_LIBRTMP),
def(__riscos__),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(USE_ENVIRONMENT),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
