def(DISABLE_EXPECT),
!def(HAVE_BASENAME),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_HTTP),
def(HAVE_FSETXATTR),
def(HAVE_SOCKETPAIR),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_TFTP),
def(SIGPIPE),
def(USE_WINDOWS_SSPI),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(USE_CYASSL),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(SIGALRM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURLDEBUG),
def(HAVE_FDOPEN),
!def(CURL_DISABLE_RTSP),
!def(_LDAP_PVT_H),
!def(HAVE_GETPASS_R),
def(USE_NTLM),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(HAVE_WRITABLE_ARGV),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(SIGHUP),
!def(__EMX__),
def(LIB1503),
def(UNITTESTS),
!def(HAVE_FSETXATTR),
def(LIB585),
def(USE_ENVIRONMENT),
def(USE_NSS),
def(USE_LIBRTMP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_GOPHER),
def(ENABLE_IPV6),
def(CURL_DOES_CONVERSIONS),
def(DEBUGBUILD),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_DICT),
!def(DEBUGBUILD),
(def(WIN32)&!def(_WIN32_WCE)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_POLARSSL),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_LDAP),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_PROXY),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_STRTOK_R),
def(MEMDEBUG_LOG_SYNC),
def(USE_CHUNKED),
def(HAVE_PIPE),
def(__VMS),
def(CURLRES_SYNCH),
True,
def(CURL_DISABLE_HTTP),
def(LIB1502),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_INET_PTON),
!def(CURL_DOES_CONVERSIONS),
def(__EMX__),
def(USE_GNUTLS),
def(__riscos__),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_SETMODE),
