def(SIGALRM),
def(HAVE_FSETXATTR_6),
def(CURLDEBUG),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(USE_NSS)&def(USE_NTLM)),
def(USE_LIBRTMP),
def(ENABLE_IPV6),
def(USE_WINDOWS_SSPI),
(def(WIN32)&!def(_WIN32_WCE)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(__VMS),
!def(__EMX__),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_MEMRCHR),
!def(HAVE_STRTOK_R),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_TELNET),
def(__EMX__),
!def(CURL_DISABLE_TFTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_DICT),
def(USE_NSS),
!def(CURL_DISABLE_PROXY),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(HAVE_GSSAPI),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_INET_NTOP),
!def(HAVE_FSETXATTR),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_RTSP),
def(DEBUGBUILD),
!def(DEBUGBUILD),
def(USE_NGHTTP2),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(UNITTESTS),
def(USE_CYASSL),
def(USE_CHUNKED),
def(HAVE_PIPE),
def(HAVE_SETMODE),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_LDAP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__riscos__),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_GETPASS_R),
def(LIB1502),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
True,
def(HAVE_WRITABLE_ARGV),
def(MEMDEBUG_LOG_SYNC),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(DISABLE_EXPECT),
def(CURLRES_SYNCH),
!def(_LDAP_PVT_H),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_HTTP),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(LIB1503),
def(LIB585),
def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(SIGPIPE),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(USE_POLARSSL),
def(HAVE_FDOPEN),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_BASENAME),
def(HAVE_FSETXATTR),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(SIGHUP),
def(USE_GNUTLS),
def(USE_NTLM),
