(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_NTLM),
def(LIB1502),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(USE_NSS)&def(USE_NTLM)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(USE_CYASSL),
def(CURLRES_SYNCH),
!def(HAVE_BASENAME),
(def(WIN32)&!def(__AMIGA__)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_DICT),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(CURL_DISABLE_HTTP),
def(DEBUGBUILD),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_STRTOK_R),
def(DISABLE_EXPECT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_TELNET),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_WRITABLE_ARGV),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_GOPHER),
def(UNITTESTS),
def(SIGPIPE),
def(ENABLE_IPV6),
def(USE_CHUNKED),
def(__EMX__),
def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_FDOPEN),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(CURLDEBUG),
def(LIB585),
def(HAVE_SETMODE),
def(HAVE_PIPE),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_PROXY),
def(USE_WINDOWS_SSPI),
!def(HAVE_MEMRCHR),
!def(HAVE_GETPASS_R),
(!def(_WIN32_WCE)&!def(WIN32)),
def(__VMS),
def(MEMDEBUG_LOG_SYNC),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_NSS),
!def(CURL_DISABLE_HTTP),
def(USE_ENVIRONMENT),
!def(HAVE_INET_NTOP),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_GSSAPI),
def(SIGALRM),
!def(CURL_DOES_CONVERSIONS),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_GSSAPI),
def(LIB1503),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__riscos__),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(DEBUGBUILD),
def(HAVE_FSETXATTR_6),
def(USE_POLARSSL),
!def(CURL_DISABLE_RTSP),
def(TIME_WITH_SYS_TIME),
def(HAVE_SOCKETPAIR),
def(SIGHUP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_TFTP),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_LDAP),
def(USE_NGHTTP2),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(USE_GNUTLS),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
True,
!def(__EMX__),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_LIBRTMP),
def(HAVE_FSETXATTR),
