def(__EMX__),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(__riscos__),
def(DEBUGBUILD),
def(SIGALRM),
!def(HAVE_GSSAPI),
def(HAVE_SETMODE),
def(USE_NGHTTP2),
!def(CURL_DISABLE_GOPHER),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_FSETXATTR),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_TFTP),
!def(__EMX__),
def(SIGPIPE),
!def(CURL_DOES_CONVERSIONS),
def(LIB1502),
def(CURL_DISABLE_HTTP),
def(USE_LIBRTMP),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_PROXY),
(def(USE_NSS)&def(USE_NTLM)),
!def(HAVE_STRTOK_R),
def(USE_CHUNKED),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(_LDAP_PVT_H),
(def(WIN32)&!def(__AMIGA__)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_ENVIRONMENT),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_INET_NTOP),
def(USE_WINDOWS_SSPI),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(CURL_DISABLE_TELNET),
def(USE_NSS),
def(HAVE_FDOPEN),
def(MEMDEBUG_LOG_SYNC),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_LDAP),
def(USE_GNUTLS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(DISABLE_EXPECT),
def(UNITTESTS),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_NTLM),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_DICT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(LIB585),
def(ENABLE_IPV6),
def(CURL_DOES_CONVERSIONS),
(def(WIN32)&!def(_WIN32_WCE)),
def(SIGHUP),
!def(CURL_DISABLE_HTTP),
def(USE_CYASSL),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_RTSP),
def(HAVE_GSSAPI),
True,
def(USE_POLARSSL),
!def(HAVE_INET_PTON),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(HAVE_FSETXATTR_6),
!def(UNITTESTS),
def(LIB1503),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(__VMS),
def(TIME_WITH_SYS_TIME),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(HAVE_FSETXATTR),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_GETPASS_R),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(DEBUGBUILD),
