def(SIGALRM),
!def(CURL_DISABLE_RTSP),
def(HAVE_GSSAPI),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(UNITTESTS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_SOCKETPAIR),
def(USE_LIBRTMP),
def(__VMS),
def(HAVE_FSETXATTR_6),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(WIN32)&!def(__AMIGA__)),
def(CURLDEBUG),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(CURL_DISABLE_HTTP),
!def(HAVE_INET_PTON),
def(LIB1503),
def(TIME_WITH_SYS_TIME),
!def(__EMX__),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_LDAP),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(USE_CYASSL),
def(USE_POLARSSL),
def(HAVE_FSETXATTR),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(CURLRES_SYNCH),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(__EMX__),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_WINDOWS_SSPI),
def(USE_NGHTTP2),
!def(HAVE_MEMRCHR),
def(LIB1502),
(def(USE_NSS)&def(USE_NTLM)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_INET_NTOP),
def(UNITTESTS),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_NSS),
!def(CURL_DISABLE_PROXY),
def(USE_NTLM),
def(CURL_DOES_CONVERSIONS),
def(ENABLE_IPV6),
def(DEBUGBUILD),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_GETPASS_R),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(SIGPIPE),
def(DISABLE_EXPECT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_TFTP),
!def(HAVE_BASENAME),
def(HAVE_WRITABLE_ARGV),
def(LIB585),
def(__riscos__),
def(HAVE_SETMODE),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_FSETXATTR),
!def(HAVE_GSSAPI),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(MEMDEBUG_LOG_SYNC),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(SIGHUP),
def(HAVE_FDOPEN),
def(USE_CHUNKED),
def(USE_GNUTLS),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_DICT),
!def(HAVE_STRTOK_R),
True,
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_GOPHER),
!def(_LDAP_PVT_H),
!def(DEBUGBUILD),
