def(MEMDEBUG_LOG_SYNC),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_INET_PTON),
!def(HAVE_BASENAME),
!def(__EMX__),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_TELNET),
def(CURLRES_SYNCH),
def(UNITTESTS),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_WRITABLE_ARGV),
def(USE_CYASSL),
def(__riscos__),
!def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(TIME_WITH_SYS_TIME),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_GSSAPI),
def(SIGHUP),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(DISABLE_EXPECT),
def(USE_POLARSSL),
def(USE_NSS),
def(USE_LIBRTMP),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_RTSP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_NTLM),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(USE_ENVIRONMENT),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(LIB1502),
def(CURL_DOES_CONVERSIONS),
def(ENABLE_IPV6),
def(HAVE_FSETXATTR),
!def(DEBUGBUILD),
def(SIGALRM),
def(USE_GNUTLS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_GOPHER),
def(SIGPIPE),
True,
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DOES_CONVERSIONS),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(CURL_DISABLE_TFTP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_PROXY),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_LDAP),
def(HAVE_SOCKETPAIR),
def(DEBUGBUILD),
def(CURL_DISABLE_HTTP),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_DICT),
def(CURLDEBUG),
def(HAVE_FDOPEN),
def(__VMS),
def(HAVE_FSETXATTR_6),
!def(HAVE_MEMRCHR),
def(HAVE_PIPE),
!def(HAVE_GSSAPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(WIN32)&!def(_WIN32_WCE)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(__EMX__),
def(USE_NGHTTP2),
def(LIB585),
def(CURL_DO_LINEEND_CONV),
(def(USE_NSS)&def(USE_NTLM)),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_HTTP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(LIB1503),
def(HAVE_SETMODE),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_STRTOK_R),
