def(USE_CHUNKED),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_LDAP),
def(__riscos__),
def(HAVE_FDOPEN),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(__VMS),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_TELNET),
def(CURL_DO_LINEEND_CONV),
def(UNITTESTS),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(CURLRES_SYNCH),
def(HAVE_FSETXATTR),
!def(HAVE_INET_NTOP),
True,
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(WIN32)&!def(_WIN32_WCE)),
def(SIGPIPE),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(CURL_DOES_CONVERSIONS),
def(MEMDEBUG_LOG_SYNC),
def(USE_NGHTTP2),
!def(__EMX__),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(LIB1502),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(WIN32)&!def(__AMIGA__)),
!def(USE_WIN32_IDN),
!def(CURL_DISABLE_GOPHER),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(UNITTESTS),
def(LIB585),
def(SIGHUP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_NSS),
!def(CURL_DOES_CONVERSIONS),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(SIGALRM),
!def(HAVE_BASENAME),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_PROXY),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_FSETXATTR),
def(__EMX__),
def(USE_ENVIRONMENT),
def(LIB1503),
def(ENABLE_IPV6),
def(USE_CYASSL),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_RTSP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_WRITABLE_ARGV),
def(HAVE_FSETXATTR_6),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(DEBUGBUILD),
!def(HAVE_STRTOK_R),
(!def(_WIN32_WCE)&!def(WIN32)),
def(USE_POLARSSL),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_GNUTLS),
!def(CURL_DISABLE_HTTP),
def(CURL_DISABLE_HTTP),
!def(HAVE_MEMRCHR),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_INET_PTON),
def(HAVE_GSSAPI),
def(TIME_WITH_SYS_TIME),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_GSSAPI),
!def(DEBUGBUILD),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_GETPASS_R),
def(HAVE_SOCKETPAIR),
def(USE_LIBRTMP),
!def(CURL_DISABLE_TFTP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
