(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(CURL_DO_LINEEND_CONV),
def(HAVE_FSETXATTR),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_POLARSSL),
!def(CURL_DISABLE_RTSP),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_TFTP),
def(HAVE_GSSAPI),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(_LDAP_PVT_H),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(CURL_DOES_CONVERSIONS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(ENABLE_IPV6),
def(USE_ENVIRONMENT),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(USE_LIBRTMP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_NSS),
!def(DEBUGBUILD),
def(SIGALRM),
def(USE_CYASSL),
!def(CURL_DISABLE_HTTP),
!def(UNITTESTS),
!def(USE_WIN32_IDN),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_LDAP),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(CURLRES_SYNCH),
def(DEBUGBUILD),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(SIGHUP),
True,
def(HAVE_FDOPEN),
def(USE_CHUNKED),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_GNUTLS),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_GETPASS_R),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_PROXY),
!def(HAVE_INET_PTON),
!def(HAVE_STRTOK_R),
def(LIB1502),
!def(HAVE_INET_NTOP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(WIN32)&!def(_WIN32_WCE)),
!def(__EMX__),
def(HAVE_FSETXATTR_6),
def(MEMDEBUG_LOG_SYNC),
def(__riscos__),
def(__EMX__),
def(USE_NGHTTP2),
def(CURL_DISABLE_HTTP),
def(TIME_WITH_SYS_TIME),
def(SIGPIPE),
def(__VMS),
def(LIB585),
!def(HAVE_BASENAME),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_GOPHER),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_MEMRCHR),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(LIB1503),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(DISABLE_EXPECT),
def(UNITTESTS),
