!def(HAVE_GETPASS_R),
def(TIME_WITH_SYS_TIME),
def(USE_POLARSSL),
def(USE_ENVIRONMENT),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_HTTP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_WINDOWS_SSPI),
!def(__EMX__),
def(UNITTESTS),
!def(HAVE_BASENAME),
def(CURL_DOES_CONVERSIONS),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(SIGHUP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_MEMRCHR),
def(USE_CHUNKED),
def(HAVE_FSETXATTR_6),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_CYASSL),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(SIGALRM),
def(USE_NGHTTP2),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_INET_NTOP),
def(__EMX__),
(!def(_WIN32_WCE)&!def(WIN32)),
def(__riscos__),
def(HAVE_FSETXATTR),
def(SIGPIPE),
!def(CURL_DISABLE_TELNET),
def(CURLDEBUG),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(LIB585),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_FSETXATTR),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(CURL_DO_LINEEND_CONV),
def(USE_NSS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_SOCKETPAIR),
def(USE_GNUTLS),
!def(CURL_DISABLE_TFTP),
(def(USE_NSS)&def(USE_NTLM)),
!def(_LDAP_PVT_H),
def(HAVE_GSSAPI),
!def(HAVE_STRTOK_R),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_LIBRTMP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(CURLRES_SYNCH),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(HAVE_SETMODE),
!def(CURL_DISABLE_RTSP),
def(HAVE_FDOPEN),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_INET_PTON),
def(ENABLE_IPV6),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_WRITABLE_ARGV),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(HAVE_PIPE),
!def(DEBUGBUILD),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_LDAP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(LIB1502),
!def(CURL_DISABLE_DICT),
def(__VMS),
def(LIB1503),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(CURL_DISABLE_HTTP),
def(DEBUGBUILD),
!def(CURL_DOES_CONVERSIONS),
True,
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_NTLM),
def(DISABLE_EXPECT),
