def(USE_CHUNKED),
def(SIGALRM),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(DISABLE_EXPECT),
def(CURL_DOES_CONVERSIONS),
def(HAVE_WRITABLE_ARGV),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_POLARSSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_GETPASS_R),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_FSETXATTR),
def(USE_WINDOWS_SSPI),
def(USE_LIBRTMP),
!def(HAVE_BASENAME),
(def(__VMS)&!def(HAVE_GETPASS_R)),
True,
def(LIB1503),
def(HAVE_SETMODE),
def(HAVE_FSETXATTR),
def(MEMDEBUG_LOG_SYNC),
def(__EMX__),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_GOPHER),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(_LDAP_PVT_H),
!def(HAVE_STRTOK_R),
def(USE_NSS),
def(LIB1502),
def(SIGPIPE),
!def(HAVE_MEMRCHR),
def(CURLRES_SYNCH),
def(HAVE_PIPE),
!def(CURL_DISABLE_TELNET),
def(USE_NTLM),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(TIME_WITH_SYS_TIME),
def(USE_ENVIRONMENT),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_INET_NTOP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_LDAP),
def(__VMS),
def(CURLDEBUG),
!def(CURL_DISABLE_TFTP),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_HTTP),
def(USE_CYASSL),
!def(CURL_DOES_CONVERSIONS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(LIB585),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_GNUTLS),
def(DEBUGBUILD),
!def(CURL_DISABLE_PROXY),
def(HAVE_SOCKETPAIR),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_DICT),
def(UNITTESTS),
!def(DEBUGBUILD),
def(__riscos__),
def(HAVE_FDOPEN),
(def(WIN32)&!def(_WIN32_WCE)),
!def(__EMX__),
!def(CURL_DISABLE_RTSP),
(def(WIN32)&!def(__AMIGA__)),
def(SIGHUP),
def(ENABLE_IPV6),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
