def(CURL_DO_LINEEND_CONV),
def(LIB1502),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_FSETXATTR),
def(HAVE_SETMODE),
def(SIGPIPE),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(UNITTESTS),
!def(HAVE_GETPASS_R),
def(MEMDEBUG_LOG_SYNC),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(_LDAP_PVT_H),
def(CURL_DISABLE_HTTP),
(def(WIN32)&!def(__AMIGA__)),
def(USE_CYASSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_WRITABLE_ARGV),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_PROXY),
def(HAVE_FSETXATTR_6),
!def(HAVE_INET_NTOP),
def(USE_NSS),
def(USE_NGHTTP2),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_ENVIRONMENT),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_FDOPEN),
def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_CHUNKED),
!def(DEBUGBUILD),
def(ENABLE_IPV6),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_GOPHER),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(DEBUGBUILD),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_WINDOWS_SSPI),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(HAVE_SOCKETPAIR),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(USE_NSS)&def(USE_NTLM)),
def(HAVE_PIPE),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_LIBRTMP),
def(USE_NTLM),
def(__EMX__),
def(LIB585),
def(USE_GNUTLS),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_DICT),
def(USE_POLARSSL),
!def(CURL_DISABLE_LDAP),
!def(HAVE_STRTOK_R),
True,
!def(CURL_DISABLE_TFTP),
def(__riscos__),
def(LIB1503),
!def(HAVE_BASENAME),
!def(CURL_DOES_CONVERSIONS),
def(TIME_WITH_SYS_TIME),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_TELNET),
def(SIGALRM),
def(HAVE_GSSAPI),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_RTSP),
def(CURLDEBUG),
def(__VMS),
!def(HAVE_GSSAPI),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(CURLRES_SYNCH),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(DISABLE_EXPECT),
!def(__EMX__),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(SIGHUP),
