!def(HAVE_STRTOK_R),
def(DEBUGBUILD),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_INET_NTOP),
def(ENABLE_IPV6),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_GNUTLS),
def(LIB585),
True,
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_GETPASS_R),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(HAVE_SETMODE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_FSETXATTR),
def(TIME_WITH_SYS_TIME),
def(SIGALRM),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_PIPE),
def(HAVE_WRITABLE_ARGV),
def(__EMX__),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_HTTP),
def(CURLDEBUG),
!def(HAVE_INET_PTON),
!def(HAVE_BASENAME),
def(UNITTESTS),
def(LIB1503),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_TELNET),
def(USE_CYASSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_LDAP),
def(CURLRES_SYNCH),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(HAVE_FDOPEN),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_WINDOWS_SSPI),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_GOPHER),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_POLARSSL),
def(SIGPIPE),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_LIBRTMP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_NTLM),
def(WIN32),
def(USE_CHUNKED),
def(__riscos__),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(DISABLE_EXPECT),
def(MEMDEBUG_LOG_SYNC),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(SIGHUP),
def(USE_ENVIRONMENT),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(__EMX__),
!def(DEBUGBUILD),
(def(WIN32)&!def(_WIN32_WCE)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(_LDAP_PVT_H),
def(USE_NSS),
!def(HAVE_MEMRCHR),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(__VMS),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(LIB1502),
