!def(CURL_DISABLE_HTTP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(__EMX__),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(__riscos__),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_TELNET),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(USE_WINDOWS_SSPI),
def(TIME_WITH_SYS_TIME),
!def(HAVE_FSETXATTR),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
True,
def(CURL_DOES_CONVERSIONS),
def(USE_LIBRTMP),
!def(DEBUGBUILD),
def(CURL_DISABLE_HTTP),
def(USE_CYASSL),
def(LIB585),
!def(CURL_DISABLE_LDAP),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DOES_CONVERSIONS),
def(USE_NSS),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
(def(__AMIGA__)&!def(__libnix__)),
!def(HAVE_MEMRCHR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_SETMODE),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
!def(HAVE_INET_PTON),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_FTP),
def(HAVE_GETHOSTNAME),
def(USE_GNUTLS),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_RTSP),
def(__VMS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_STRTOK_R),
def(__AMIGA__),
def(UNITTESTS),
def(CURLDEBUG),
!def(_LDAP_PVT_H),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_TFTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
!def(__EMX__),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_FSETXATTR),
def(ENABLE_IPV6),
!def(CURL_DISABLE_PROXY),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_POLARSSL),
def(DEBUGBUILD),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
