def(HAVE_WRITABLE_ARGV),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_CHUNKED),
(def(WIN32)&!def(_WIN32_WCE)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_HTTP),
def(USE_NSS),
!def(HAVE_FSETXATTR),
def(HAVE_GETHOSTNAME),
!def(CURL_DISABLE_TFTP),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(USE_POLARSSL),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_SETMODE),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(CURL_DOES_CONVERSIONS),
def(TIME_WITH_SYS_TIME),
(def(__AMIGA__)&!def(__libnix__)),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_LDAP),
def(__AMIGA__),
!def(CURL_DISABLE_PROXY),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_GOPHER),
def(USE_LIBRTMP),
def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(__EMX__),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
(def(WIN32)&!def(__AMIGA__)),
def(DEBUGBUILD),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_DICT),
def(HAVE_PIPE),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_FSETXATTR),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
True,
!def(_LDAP_PVT_H),
!def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
def(ENABLE_IPV6),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
!def(DEBUGBUILD),
!def(CURL_DISABLE_FTP),
def(DISABLE_EXPECT),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_INET_NTOP),
def(LIB585),
def(CURL_DISABLE_HTTP),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_TELNET),
def(__riscos__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_NTLM),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(__VMS),
def(USE_CYASSL),
!def(HAVE_MEMRCHR),
def(CURLDEBUG),
!def(CURL_DISABLE_RTSP),
!def(HAVE_INET_PTON),
(def(_LDAP_PVT_H)&def(USE_SSL)),
