(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(UNITTESTS),
(def(WIN32)&!def(__AMIGA__)),
def(USE_WINDOWS_SSPI),
def(__EMX__),
def(HAVE_FSETXATTR),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_LIBRTMP),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_GOPHER),
!def(_LDAP_PVT_H),
def(USE_ENVIRONMENT),
def(USE_CHUNKED),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_SOCKETPAIR),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(ENABLE_IPV6),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(LIB1503),
!def(HAVE_GETPASS_R),
def(SIGHUP),
!def(HAVE_MEMRCHR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(CURLRES_SYNCH),
def(USE_CYASSL),
def(DISABLE_EXPECT),
def(USE_NSS),
!def(CURL_DISABLE_PROXY),
def(SIGPIPE),
def(SIGALRM),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_RTSP),
!def(HAVE_INET_PTON),
(def(WIN32)&!def(_WIN32_WCE)),
def(MEMDEBUG_LOG_SYNC),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(__EMX__),
def(LIB585),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(__riscos__),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(HAVE_SETMODE),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(CURL_DISABLE_HTTP),
def(USE_GNUTLS),
def(CURLDEBUG),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(LIB1502),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_TFTP),
!def(DEBUGBUILD),
def(CURL_DOES_CONVERSIONS),
def(USE_POLARSSL),
def(DEBUGBUILD),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DOES_CONVERSIONS),
def(USE_NTLM),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_LDAP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(HAVE_PIPE),
True,
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(TIME_WITH_SYS_TIME),
def(HAVE_FDOPEN),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_STRTOK_R),
def(__VMS),
!def(CURL_DISABLE_CRYPTO_AUTH),
