(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(_LDAP_PVT_H),
def(CURLDEBUG),
def(ENABLE_IPV6),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(CURLRES_SYNCH),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_PIPE),
def(__EMX__),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(HAVE_WRITABLE_ARGV),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_CHUNKED),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(DEBUGBUILD),
!def(HAVE_FSETXATTR),
(!def(_WIN32_WCE)&!def(WIN32)),
def(MEMDEBUG_LOG_SYNC),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(LIB1503),
def(USE_GNUTLS),
!def(CURL_DISABLE_TELNET),
def(SIGALRM),
!def(CURL_DISABLE_LDAP),
def(HAVE_FDOPEN),
def(DISABLE_EXPECT),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_INET_NTOP),
def(LIB585),
def(USE_CYASSL),
!def(HAVE_BASENAME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_TFTP),
def(CURL_DISABLE_HTTP),
def(USE_ENVIRONMENT),
def(USE_WINDOWS_SSPI),
!def(HAVE_INET_PTON),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(TIME_WITH_SYS_TIME),
def(USE_LIBRTMP),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_MEMRCHR),
def(SIGHUP),
!def(CURL_DISABLE_HTTP),
True,
!def(CURL_DISABLE_RTSP),
!def(HAVE_GETPASS_R),
def(__VMS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_SOCKETPAIR),
def(SIGPIPE),
!def(CURL_DISABLE_PROXY),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_POLARSSL),
def(HAVE_SETMODE),
!def(__EMX__),
def(USE_NTLM),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_DICT),
!def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(LIB1502),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_GOPHER),
def(USE_NSS),
!def(DEBUGBUILD),
def(UNITTESTS),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(HAVE_FSETXATTR),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(__riscos__),
!def(HAVE_STRTOK_R),
