def(USE_LIBRTMP),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_DICT),
!def(DEBUGBUILD),
def(CURLRES_SYNCH),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(__VMS),
def(ENABLE_IPV6),
!def(_LDAP_PVT_H),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_POLARSSL),
def(SIGPIPE),
def(TIME_WITH_SYS_TIME),
def(HAVE_PIPE),
def(LIB585),
!def(CURL_DISABLE_TFTP),
def(CURL_DOES_CONVERSIONS),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_BASENAME),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_PROXY),
def(USE_NSS),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(__riscos__),
def(SIGALRM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(WIN32)&!def(__AMIGA__)),
def(USE_NTLM),
def(CURLDEBUG),
def(DISABLE_EXPECT),
!def(__EMX__),
def(USE_CYASSL),
def(USE_ENVIRONMENT),
!def(HAVE_MEMRCHR),
def(HAVE_WRITABLE_ARGV),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(LIB1503),
def(DEBUGBUILD),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_GETPASS_R),
def(USE_CHUNKED),
def(HAVE_SETMODE),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_HTTP),
def(HAVE_FDOPEN),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(SIGHUP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_LDAP),
!def(HAVE_FSETXATTR),
def(__EMX__),
def(USE_GNUTLS),
!def(CURL_DISABLE_GOPHER),
def(CURL_DISABLE_HTTP),
!def(HAVE_INET_PTON),
!def(HAVE_INET_NTOP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(HAVE_SOCKETPAIR),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_RTSP),
def(LIB1502),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DOES_CONVERSIONS),
True,
def(USE_WINDOWS_SSPI),
def(UNITTESTS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
