!def(CURL_DOES_CONVERSIONS),
!def(HAVE_MEMRCHR),
def(USE_NSS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(CURLRES_SYNCH),
def(USE_GNUTLS),
True,
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_STRTOK_R),
!def(HAVE_FSETXATTR),
def(MEMDEBUG_LOG_SYNC),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_PROXY),
def(HAVE_FSETXATTR),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(LIB585),
def(USE_WINDOWS_SSPI),
def(DEBUGBUILD),
!def(HAVE_GETPASS_R),
!def(DEBUGBUILD),
!def(CURL_DISABLE_DICT),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_BASENAME),
def(HAVE_FDOPEN),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_CYASSL),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(__EMX__),
def(LIB1503),
!def(UNITTESTS),
def(CURL_DOES_CONVERSIONS),
def(TIME_WITH_SYS_TIME),
!def(__EMX__),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_GOPHER),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(ENABLE_IPV6),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_HTTP),
def(HAVE_GSSAPI),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_SETMODE),
!def(_LDAP_PVT_H),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_TFTP),
def(UNITTESTS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(__riscos__),
!def(HAVE_GSSAPI),
def(LIB1502),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_WRITABLE_ARGV),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_FSETXATTR_6),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(SIGHUP),
def(HAVE_SOCKETPAIR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(SIGPIPE),
def(SIGALRM),
!def(HAVE_INET_PTON),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_INET_NTOP),
def(__VMS),
def(USE_ENVIRONMENT),
def(USE_CHUNKED),
!def(CURL_DISABLE_TELNET),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_LDAP),
def(USE_POLARSSL),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(CURL_DISABLE_HTTP),
def(DISABLE_EXPECT),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_LIBRTMP),
def(USE_NGHTTP2),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
