def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_TFTP),
def(__VMS),
def(SIGHUP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_GSSAPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_NSS),
!def(HAVE_GETPASS_R),
def(USE_CYASSL),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(DEBUGBUILD),
def(USE_CHUNKED),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_GOPHER),
!def(__EMX__),
(def(WIN32)&!def(__AMIGA__)),
def(DEBUGBUILD),
def(HAVE_GSSAPI),
!def(HAVE_BASENAME),
def(USE_GNUTLS),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(SIGALRM),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(TIME_WITH_SYS_TIME),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_NTLM),
def(UNITTESTS),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_MEMRCHR),
def(HAVE_FDOPEN),
def(USE_WINDOWS_SSPI),
def(USE_ENVIRONMENT),
def(LIB585),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(CURL_DISABLE_DICT),
!def(UNITTESTS),
!def(CURL_DISABLE_TELNET),
def(HAVE_FSETXATTR_6),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_PROXY),
!def(HAVE_FSETXATTR),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_RTSP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DOES_CONVERSIONS),
def(SIGPIPE),
def(USE_LIBRTMP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(HAVE_INET_NTOP),
def(MEMDEBUG_LOG_SYNC),
def(DISABLE_EXPECT),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(CURL_DISABLE_HTTP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(_LDAP_PVT_H),
def(LIB1502),
def(USE_POLARSSL),
def(HAVE_SOCKETPAIR),
def(CURLRES_SYNCH),
(def(USE_NSS)&def(USE_NTLM)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(CURL_DOES_CONVERSIONS),
def(__EMX__),
def(__riscos__),
def(LIB1503),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
def(USE_NGHTTP2),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(ENABLE_IPV6),
!def(CURL_DISABLE_LDAP),
def(HAVE_SETMODE),
True,
!def(HAVE_STRTOK_R),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_CRYPTO_AUTH),
