(def(__riscos__)&def(USE_ENVIRONMENT)),
def(ENABLE_IPV6),
def(__riscos__),
!def(CURL_DISABLE_GOPHER),
!def(__EMX__),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_RTSP),
def(CURLDEBUG),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_GSSAPI),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(CURLRES_SYNCH),
def(SIGPIPE),
def(USE_NSS),
def(TIME_WITH_SYS_TIME),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(HAVE_FDOPEN),
def(CURL_DISABLE_HTTP),
def(LIB1502),
def(LIB585),
def(CURL_DOES_CONVERSIONS),
def(HAVE_FSETXATTR),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_CHUNKED),
!def(CURL_DOES_CONVERSIONS),
def(MEMDEBUG_LOG_SYNC),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_TELNET),
def(DISABLE_EXPECT),
def(USE_GNUTLS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_FSETXATTR),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_CYASSL),
True,
def(HAVE_SOCKETPAIR),
def(USE_LIBRTMP),
(def(WIN32)&!def(__AMIGA__)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(__VMS),
!def(CURL_DISABLE_PROXY),
(def(USE_NSS)&def(USE_NTLM)),
def(HAVE_SETMODE),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_TFTP),
def(USE_NGHTTP2),
!def(HAVE_GETPASS_R),
def(HAVE_FSETXATTR_6),
!def(HAVE_INET_NTOP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(SIGALRM),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(_LDAP_PVT_H),
def(DEBUGBUILD),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_POLARSSL),
def(LIB1503),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_HTTP),
def(HAVE_WRITABLE_ARGV),
def(UNITTESTS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_WINDOWS_SSPI),
!def(HAVE_MEMRCHR),
def(USE_ENVIRONMENT),
def(__EMX__),
def(SIGHUP),
!def(CURL_DISABLE_LDAP),
!def(HAVE_STRTOK_R),
!def(DEBUGBUILD),
!def(HAVE_BASENAME),
def(HAVE_PIPE),
!def(HAVE_INET_PTON),
def(USE_NTLM),
