def(SIGPIPE),
def(LIB1503),
def(DISABLE_EXPECT),
!def(HAVE_FSETXATTR),
def(CURL_DISABLE_HTTP),
def(__VMS),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(HAVE_INET_NTOP),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_TFTP),
def(HAVE_FSETXATTR_6),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(MEMDEBUG_LOG_SYNC),
def(LIB585),
(def(WIN32)&!def(__AMIGA__)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_CYASSL),
!def(CURL_DISABLE_LDAP),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_DICT),
def(HAVE_WRITABLE_ARGV),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(UNITTESTS),
def(HAVE_GSSAPI),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(LIB1502),
def(__EMX__),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(_LDAP_PVT_H),
!def(DEBUGBUILD),
def(CURLRES_SYNCH),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_LIBRTMP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(UNITTESTS),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_CHUNKED),
!def(CURL_DISABLE_RTSP),
def(USE_WINDOWS_SSPI),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_PROXY),
!def(CURL_DOES_CONVERSIONS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(SIGHUP),
def(USE_NSS),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_SOCKETPAIR),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(USE_POLARSSL),
def(TIME_WITH_SYS_TIME),
def(USE_NGHTTP2),
def(HAVE_FSETXATTR),
def(SIGALRM),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
True,
!def(HAVE_BASENAME),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_GOPHER),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(HAVE_FDOPEN),
def(ENABLE_IPV6),
!def(__EMX__),
!def(CURL_DISABLE_HTTP),
def(HAVE_SETMODE),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_GNUTLS),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_ENVIRONMENT),
!def(HAVE_INET_PTON),
def(__riscos__),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_STRTOK_R),
def(CURL_DOES_CONVERSIONS),
def(DEBUGBUILD),
!def(HAVE_MEMRCHR),
