!def(CURL_DISABLE_PROXY),
!def(HAVE_STRTOK_R),
def(CURL_DISABLE_HTTP),
def(LIB1503),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_ENVIRONMENT),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(HAVE_WRITABLE_ARGV),
def(DEBUGBUILD),
def(USE_CHUNKED),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_INET_PTON),
def(USE_NSS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(SIGPIPE),
def(USE_POLARSSL),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_SOCKETPAIR),
def(HAVE_GSSAPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_NGHTTP2),
!def(HAVE_MEMRCHR),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(__EMX__),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_TELNET),
def(USE_CYASSL),
def(TIME_WITH_SYS_TIME),
def(__VMS),
!def(CURL_DISABLE_DICT),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(HAVE_GETPASS_R),
def(USE_LIBRTMP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_GSSAPI),
!def(HAVE_INET_NTOP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(USE_WIN32_IDN),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_RTSP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(SIGHUP),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_GOPHER),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(CURL_DO_LINEEND_CONV),
def(HAVE_FDOPEN),
def(CURL_DOES_CONVERSIONS),
!def(UNITTESTS),
def(UNITTESTS),
!def(CURL_DISABLE_TFTP),
(def(WIN32)&!def(_WIN32_WCE)),
def(__riscos__),
def(CURLRES_SYNCH),
def(SIGALRM),
!def(HAVE_BASENAME),
def(HAVE_FSETXATTR_6),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(MEMDEBUG_LOG_SYNC),
True,
def(HAVE_FSETXATTR),
def(USE_GNUTLS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(__EMX__),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(_LDAP_PVT_H),
!def(DEBUGBUILD),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(ENABLE_IPV6),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(DISABLE_EXPECT),
def(LIB1502),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(LIB585),
!def(CURL_DISABLE_CRYPTO_AUTH),
