def(ENABLE_IPV6),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(__EMX__),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(_LDAP_PVT_H),
def(USE_GNUTLS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_SETMODE),
def(USE_CHUNKED),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(LIB585),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(DEBUGBUILD),
!def(CURL_DISABLE_GOPHER),
def(SIGPIPE),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_HTTP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(WIN32),
def(TIME_WITH_SYS_TIME),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_PROXY),
def(MEMDEBUG_LOG_SYNC),
True,
def(__VMS),
!def(CURL_DISABLE_DICT),
def(USE_NSS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(DEBUGBUILD),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_INET_NTOP),
def(USE_CYASSL),
!def(CURL_DISABLE_RTSP),
def(__EMX__),
def(USE_NTLM),
def(HAVE_WRITABLE_ARGV),
def(USE_WINDOWS_SSPI),
!def(HAVE_MEMRCHR),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_TFTP),
def(HAVE_SOCKETPAIR),
def(UNITTESTS),
!def(CURL_DISABLE_TELNET),
def(USE_POLARSSL),
!def(HAVE_STRTOK_R),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(CURL_DISABLE_HTTP),
def(HAVE_PIPE),
!def(HAVE_BASENAME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(__riscos__),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(LIB1503),
!def(HAVE_GETPASS_R),
def(DISABLE_EXPECT),
def(HAVE_FDOPEN),
!def(CURL_DISABLE_LDAP),
def(CURLDEBUG),
def(SIGALRM),
def(USE_LIBRTMP),
def(LIB1502),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(CURLRES_SYNCH),
!def(CURL_DOES_CONVERSIONS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(SIGHUP),
(def(WIN32)&!def(__AMIGA__)),
def(USE_ENVIRONMENT),
