!def(CURL_DISABLE_RTSP),
def(USE_LIBRTMP),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_TELNET),
def(UNITTESTS),
def(USE_POLARSSL),
def(USE_NSS),
def(LIB1503),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_LDAP),
def(DISABLE_EXPECT),
!def(HAVE_GETPASS_R),
!def(HAVE_BASENAME),
def(__riscos__),
!def(__EMX__),
def(HAVE_SETMODE),
def(HAVE_FDOPEN),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(__EMX__),
def(CURL_DISABLE_HTTP),
def(CURLDEBUG),
!def(HAVE_MEMRCHR),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_TFTP),
def(__VMS),
def(HAVE_SOCKETPAIR),
def(SIGALRM),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(WIN32)&!def(__AMIGA__)),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DOES_CONVERSIONS),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_NTLM),
def(USE_WINDOWS_SSPI),
def(ENABLE_IPV6),
def(HAVE_PIPE),
!def(_LDAP_PVT_H),
!def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(DEBUGBUILD),
def(USE_ENVIRONMENT),
def(LIB1502),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(SIGPIPE),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_CYASSL),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_DICT),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(CURLRES_SYNCH),
def(TIME_WITH_SYS_TIME),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_CHUNKED),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_INET_PTON),
def(HAVE_WRITABLE_ARGV),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_HTTP),
def(LIB585),
!def(CURL_DISABLE_PROXY),
def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(SIGHUP),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(WIN32)&!def(_WIN32_WCE)),
True,
!def(HAVE_FSETXATTR),
def(USE_GNUTLS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
